# {"t_start": 1590078254.0806665, "env_id": "metak-v0"} 
r,l,t
-4973.990197,5001,119.77448
-19408.695154,5001,241.787673
-6321.527358,5001,373.856487
-11576.7689,5001,500.749475
-11502.951792,5001,634.886802
-8044.524227,5001,762.740393
-8942.346397,5001,900.940039
-14073.424111,5001,1032.492445
-7155.813759,5001,1167.547328
-8535.419869,5001,1311.458672
-5256.734859,5001,1450.657369
-10463.070081,5001,1599.319286
-7817.817676,5001,1742.616059
-4846.683003,2075,1801.954714
-12103.412444,5001,1957.511077
-7915.51189,5001,2105.827098
-8961.401154,5001,2264.313738
-4518.931308,5001,2416.620964
-1002.656168,919,2442.842478
-1975.170674,1350,2488.230381
-10690.590464,5001,2654.399328
-12913.189806,5001,2812.061812
-9025.211647,5001,2974.383558
-5514.216714,5001,3145.473518
-8233.714682,5001,3309.026482
-1063.91225,959,3345.84781
-1637.873837,1460,3398.157837
-6235.588008,3094,3500.043401
-11409.030671,5001,3671.33693
-5537.036547,2496,3766.058804
-6769.610737,5001,3939.387834
-10371.939596,5001,4125.150292
-18318.584475,5001,4306.84476
-11324.164566,5001,4489.887366
-8244.303974,5001,4687.187244
