# {"t_start": 1590078250.6460662, "env_id": "metak-v0"} 
r,l,t
-5442.586733,5001,123.188562
-11881.663836,5001,245.20434
-14095.304789,5001,377.27182
-8760.784539,5001,504.171828
-9306.686188,5001,638.301676
-14884.79511,5001,766.156938
-8072.938238,5001,904.357758
-6282.905082,5001,1035.910104
-4983.981182,5001,1170.96719
-8512.973748,5001,1314.876973
-10155.057324,5001,1454.076223
-8521.175998,5001,1602.738178
-3316.321304,2168,1665.092075
-4650.384207,5001,1808.003843
-4273.279547,5001,1963.667185
-3355.640242,2223,2030.958477
-1766.907502,1336,2065.633334
-14525.676013,5001,2223.504636
-8594.127709,5001,2374.82035
-18180.232028,5001,2540.653879
-8709.147222,5001,2697.923095
-7998.870026,5001,2864.07994
-11923.44918,5001,3026.427286
-6273.913963,5001,3196.618188
-6691.070877,5001,3362.204055
-7510.556904,5001,3529.210062
-5582.472989,5001,3709.203434
-8160.440785,5001,3883.328243
-10810.442586,5001,4069.071821
-9784.852433,5001,4249.347357
-5242.816083,2881,4361.386536
-12154.134424,5001,4544.080361
-5132.815855,1824,4615.829867
-12666.207043,5001,4803.103831
