# {"t_start": 1590078253.3377242, "env_id": "metak-v0"} 
r,l,t
-5778.732883,5001,120.51229
-6306.955666,5001,242.526687
-10191.921747,5001,374.592872
-18061.706528,5001,501.499185
-7211.797937,5001,635.622446
-15352.959668,5001,763.477102
-11536.320667,5001,901.678213
-13202.322359,5001,1033.230937
-6736.674888,5001,1168.28556
-11081.099981,5001,1312.192523
-5907.472349,5001,1451.395987
-4739.527883,5001,1600.056991
-2121.866328,1428,1635.365064
-7486.231571,5001,1785.745045
-6220.092864,5001,1932.99163
-10679.958204,5001,2089.2953
-4585.689942,5001,2239.009561
-13870.705715,5001,2398.847496
-4913.934106,3408,2502.297647
-6064.991564,5001,2669.455465
-1873.084234,1239,2705.139116
-6772.807411,5001,2871.604552
-10552.66627,4184,3009.825245
-11144.619244,5001,3173.642277
-19118.607074,5001,3345.266773
-7634.104574,5001,3512.812672
-711.218189,871,3547.092136
-8629.822472,5001,3719.52182
-2166.053732,1404,3773.164839
-2445.844854,954,3804.115723
-6345.866347,1715,3864.996888
-3638.725487,1448,3917.998243
-1162.119688,994,3949.680813
-1593.456949,1311,4001.487797
-13952.309286,5001,4180.080933
-5440.706272,5001,4370.573471
-10835.118177,5001,4554.019199
-2854.626693,2023,4631.844218
-990.481926,1173,4680.771358
-1593.790331,892,4711.507984
