# {"t_start": 1590078248.2051203, "env_id": "metak-v0"} 
r,l,t
-6777.865795,5001,125.621404
-6853.320326,5001,247.637841
-11849.712502,5001,379.705367
-15535.862987,5001,506.608222
-6849.097714,5001,640.736039
-6205.298576,5001,768.591659
-11123.447863,5001,906.7909
-6926.712811,5001,1038.345346
-4033.840609,5001,1173.401002
-10762.533182,5001,1317.313169
-5455.343227,5001,1456.512776
-6327.636443,2220,1519.161235
-6850.206339,5001,1669.058139
-4832.020258,5001,1811.964725
-716.639103,614,1836.239646
-6172.229671,5001,1983.774296
-10394.671378,5001,2140.513068
-9852.010953,2483,2214.505795
-5441.398699,5001,2365.92632
-10638.792778,5001,2531.82849
-11016.57003,4113,2662.744392
-4311.689435,2814,2750.424438
-6110.81448,5001,2911.539711
-11396.273889,5001,3081.84587
-4724.093039,5001,3244.618942
-5712.629894,5001,3418.597996
-9120.723495,5001,3586.913326
-5418.272801,5001,3768.166796
-15908.780227,5001,3941.376328
-1298.616018,1349,3994.687356
-10229.644054,5001,4172.948237
-8738.335142,5001,4363.249888
-16447.158934,4137,4516.545359
-7146.678116,5001,4705.533276
-3916.778525,972,4745.166615
-668.67168,736,4770.7281
