# {"t_start": 1590078249.9976985, "env_id": "metak-v0"} 
r,l,t
-7966.931336,5001,123.833004
-6682.840404,5001,245.8501
-10274.008322,5001,377.916768
-16744.571985,5001,504.819477
-5690.913558,5001,638.948338
-11516.412469,3733,737.699294
-2239.447934,2272,796.509759
-9669.843145,5001,927.442541
-5381.133731,5001,1067.451826
-6882.44731,5001,1203.369335
-7379.234824,5001,1339.296017
-2830.136733,2392,1415.135396
-6165.424044,5001,1555.263903
-5066.736869,2906,1635.345386
-9031.277636,5001,1785.566556
-3362.201467,1146,1816.282367
-9092.515837,5001,1971.776375
-2610.73836,2314,2040.900224
-4531.415486,2368,2111.618524
-10808.261475,5001,2270.255933
-1942.045524,1496,2310.834214
-7855.269208,5001,2472.68939
-9318.161718,5001,2631.214978
-9984.013675,5001,2796.638039
-8572.574624,5001,2958.531614
-5357.070957,5001,3129.383961
-3103.369222,1145,3162.429352
-7706.446241,5001,3334.056262
-10683.412905,5001,3501.175337
-2007.738683,1323,3549.302723
-14778.813262,5001,3721.597058
-11345.470858,5001,3903.477528
-5854.165747,5001,4081.182364
-2386.2506,1497,4137.191633
-9138.870149,5001,4318.950075
-2320.060252,2639,4416.566344
-7336.001401,5001,4609.252944
-2366.441899,1429,4666.845408
