# {"t_start": 1590078252.0660903, "env_id": "metak-v0"} 
r,l,t
-8494.018061,5001,121.787867
-10719.434564,5001,243.790621
-14052.566921,5001,375.861206
-12124.295963,5001,502.759034
-12819.859085,5001,636.891123
-6743.930989,5001,764.740981
-14482.779011,5001,902.942263
-8481.716288,5001,1034.494991
-2586.574037,1966,1088.401751
-7420.436002,5001,1224.717022
-17741.117765,5001,1368.745066
-11429.538222,5001,1508.870599
-9009.348221,5001,1658.45484
-5820.567225,5001,1801.078747
-1758.836875,1544,1850.052804
-8595.392231,5001,1997.538076
-5230.239982,5001,2154.523145
-2389.637065,2018,2216.170938
-7016.064089,2116,2282.132986
-10821.002331,5001,2435.280522
-7357.935677,5001,2601.895645
-9035.596177,5001,2758.956208
-6584.498335,5001,2928.52504
-7253.858017,3830,3046.768668
-25117.59109,5001,3217.386412
-9974.079507,4413,3365.794029
-15602.23298,5001,3541.046137
-8499.338797,5001,3712.9572
-8922.207928,5001,3887.034115
-14919.252961,5001,4072.675434
-1740.486205,1499,4128.437469
-8693.424636,5001,4310.032682
-10618.244396,5001,4492.991082
-6619.594977,5001,4690.296148
