# {"t_start": 1590078252.6976862, "env_id": "metak-v0"} 
r,l,t
-11192.727263,5001,121.145523
-15913.413409,5001,243.164839
-12804.616987,5001,375.231644
-14931.381237,5001,502.129826
-6764.779777,5001,636.259267
-20030.838887,5001,764.118847
-5929.164728,5001,902.313655
-11709.07688,5001,1033.866366
-1563.658051,1706,1081.023069
-12844.058529,5001,1217.404938
-8181.217831,5001,1361.622479
-2464.982369,1927,1418.785527
-3764.17817,1894,1472.472357
-13059.228376,5001,1613.254157
-9657.95327,5001,1763.236645
-6932.090391,2503,1836.986028
-12917.776448,5001,1984.452135
-24614.253408,5001,2141.096108
-2098.599994,1481,2180.754716
-14197.239703,5001,2339.704246
-7819.512,5001,2494.038355
-1991.686921,1281,2540.524034
-13016.790272,5001,2697.951483
-13877.207471,5001,2864.019184
-7610.209401,5001,3026.482213
-6529.404877,5001,3196.829078
-5375.660504,5001,3362.309904
-6434.486231,5001,3529.381244
-11474.22513,5001,3709.409593
-9486.35342,5001,3883.627204
-6229.88979,5001,4069.206193
-11514.410147,5001,4249.517238
-16838.342522,5001,4440.267601
-5160.998563,5001,4626.013313
-1644.872667,1406,4683.118761
