# {"t_start": 1590078253.0355892, "env_id": "metak-v0"} 
r,l,t
-5593.26538,5001,120.816673
-13832.170919,5001,242.82223
-16265.824802,5001,374.889185
-8243.822568,5001,501.800842
-6127.288006,5001,635.91769
-8128.04897,5001,763.772274
-7601.617214,5001,901.973537
-7273.313021,5001,1033.527523
-11430.441701,5001,1168.590944
-9877.982211,5001,1312.499666
-5833.387304,5001,1451.690982
-22325.22179,5001,1600.35388
-9757.087502,5001,1743.651593
-4804.56991,1978,1800.505447
-7556.156611,5001,1955.858058
-6945.587247,5001,2104.096509
-8458.407807,5001,2262.572981
-12829.813784,5001,2414.744518
-18786.509739,5001,2572.733327
-2812.075054,1407,2621.285902
-21405.853065,5001,2786.634086
-9138.775255,5001,2948.605148
-2695.883539,2123,3017.844027
-655.832206,658,3036.725901
-2677.325003,1293,3084.276229
-8902.54122,5001,3246.468287
-1957.39919,1499,3298.926928
-9565.986926,5001,3474.105563
-13422.312431,5001,3644.332642
-6782.505499,5001,3819.303421
-6066.402341,5001,4002.018283
-5094.18917,5001,4180.609079
-10293.563821,5001,4371.09906
-10015.37969,5001,4554.554458
-12844.182839,5001,4749.808418
