# {"t_start": 1590078253.99898, "env_id": "metak-v0"} 
r,l,t
-11587.373952,5001,119.852893
-11275.843633,5001,241.863163
-6808.961557,5001,373.936961
-22792.665306,5001,500.830733
-5285.752198,5001,634.965886
-7563.388511,5001,762.819247
-6133.137412,5001,901.019658
-4948.893059,5001,1032.573034
-5837.829618,5001,1167.626703
-16586.860585,5001,1311.538068
-8217.035225,5001,1450.738354
-5345.811255,5001,1599.398939
-5963.219801,5001,1742.694921
-5830.35581,5001,1895.365273
-1455.305889,1021,1921.400247
-11144.367097,5001,2078.246604
-2372.700352,2096,2142.478118
-10529.805802,5001,2293.31658
-12266.274788,5001,2454.576765
-6286.773708,5001,2612.896129
-6592.05978,2564,2693.103897
-12611.827607,5001,2859.219884
-1070.269265,1022,2889.361969
-11794.440298,1497,2942.554661
-6457.520785,5001,3104.978562
-15185.882187,5001,3275.716196
-6431.908558,5001,3442.135777
-8252.619644,5001,3619.868902
-8404.131561,5001,3794.261907
-6061.329896,4862,3963.248266
-10446.239752,5001,4149.371968
-6831.145473,3779,4289.788163
-6711.822367,5001,4473.106137
-3501.127999,2337,4560.773396
-6638.490334,5001,4756.068206
