# {"t_start": 1590078253.9436138, "env_id": "metak-v0"} 
r,l,t
-5602.294144,5001,119.903555
-8572.69752,5001,241.920375
-20372.621973,5001,373.988536
-14109.204919,5001,500.892407
-6967.335248,5001,635.018392
-11936.541266,5001,762.870291
-11277.332168,5001,901.073548
-14683.441057,3463,987.827241
-12185.647628,5001,1130.659825
-8255.339213,5001,1266.287519
-6609.640194,5001,1412.924049
-4204.306059,2729,1487.769219
-17494.288569,5001,1628.779436
-9915.037005,5001,1778.959244
-9486.072864,5001,1926.243087
-5444.909906,5001,2082.654349
-6875.306189,2541,2158.807417
-12972.102438,5001,2309.807532
-2150.240642,1237,2350.483757
-1473.703011,843,2373.938713
-6101.994521,5001,2539.92252
-12487.192609,5001,2697.347038
-1417.544506,964,2730.759111
-12369.471893,5001,2891.737392
-13569.87724,5001,3062.103939
-7924.43739,5001,3224.60356
-21458.611274,5001,3398.756906
-2085.235132,953,3427.397883
-5209.885617,5001,3596.738086
-6360.867219,5001,3778.58144
-15293.655047,5001,3951.96835
-1469.126277,926,3991.242268
-8192.874061,3382,4107.088589
-7543.143756,5001,4296.296555
-796.459571,755,4322.142732
-1761.501359,1160,4369.762818
-3746.645367,2380,4456.881236
-8571.680484,5001,4643.815123
-3922.829784,1135,4691.263536
