# {"t_start": 1589758028.028069, "env_id": "metak-v0"} 
r,l,t
-6209.835124,5001,114.34556
-4431.627016,5001,226.470194
-5356.631662,5001,346.22408
-3335.148947,5001,460.575412
-3525.44351,5001,583.024049
-4840.460768,5001,698.634315
-3995.209223,5001,821.936458
-3703.553677,5001,938.891484
-4324.967856,5001,1057.269013
-4442.54664,5001,1183.572999
-3337.440459,4555,1293.498485
-3515.101193,5001,1420.964941
-3425.349227,5001,1541.335009
-3210.184124,5001,1663.062064
-3784.598022,5001,1793.448445
-4024.402118,5001,1916.583378
-3745.557513,5001,2048.543923
-4628.184111,5001,2172.882215
-5268.340197,5001,2305.741911
-5541.757385,5001,2430.649742
-4083.35479,5001,2563.485559
-5640.924908,5001,2688.714441
-4816.64015,5001,2815.149034
-5571.006112,5001,2948.561917
-5203.057154,5001,3075.44948
-5070.462049,5001,3210.604368
-4532.22909,5001,3342.61716
-5424.633601,5001,3480.972844
-5778.413411,5001,3609.204869
-5676.593416,5001,3744.953147
-6767.900699,5001,3873.837335
