# {"t_start": 1589758028.2342567, "env_id": "metak-v0"} 
r,l,t
-5561.073205,5001,114.140946
-5025.760826,5001,226.263262
-4027.484104,5001,346.019531
-4148.736864,5001,460.370031
-4345.773238,5001,582.811652
-3764.498212,5001,698.428716
-3964.3733,5001,821.730977
-4640.204456,5001,938.688826
-5014.726684,5001,1057.063066
-4706.473659,5001,1183.366798
-5835.672015,5001,1302.891363
-2115.169926,2708,1373.7001
-3362.560624,4418,1481.72869
-3523.265707,5001,1602.763343
-5377.029387,5001,1732.628256
-5449.501097,5001,1854.87094
-4966.598334,5001,1986.609684
-4286.098511,5001,2110.823197
-4324.253804,5001,2235.306876
-3493.00592,5001,2368.342014
-4121.96843,5001,2493.110756
-3971.35485,5001,2626.225787
-4302.763513,5001,2751.60316
-5792.7606,5001,2885.161525
-7449.309472,5001,3011.936083
-8718.667752,5001,3146.523597
-7165.764336,5001,3275.430439
-6444.379706,5001,3407.534535
-5428.929628,5001,3545.079893
-4210.97052,5001,3673.675743
-4719.26613,5001,3809.617378
