# {"t_start": 1589758027.3779852, "env_id": "metak-v0"} 
r,l,t
-5053.84826,5001,114.987442
-3653.084341,5001,227.114304
-4677.404928,5001,346.873871
-4362.156337,5001,461.216243
-4596.401389,5001,583.672283
-4361.843521,5001,699.281746
-4537.158871,5001,822.578195
-4756.99729,4298,925.057324
-3417.258402,5001,1043.120202
-3761.997456,5001,1169.503436
-4419.782255,5001,1288.701684
-3802.184944,5001,1408.333485
-1536.050448,2039,1458.465343
-1121.469837,1627,1500.383405
-3208.676468,5001,1629.412077
-3996.853444,5001,1751.338206
-3423.333536,5001,1881.927757
-4200.084965,5001,2005.847651
-3826.110248,5001,2130.267076
-3961.746353,5001,2262.836019
-4176.377518,5001,2388.074044
-5027.476,5001,2520.934201
-4931.478735,5001,2646.075488
-5188.137293,5001,2780.069574
-6541.073218,5001,2905.529093
-5228.919197,5001,3040.232425
-4608.180934,5001,3167.149716
-4922.20484,5001,3297.969314
-7379.631122,5001,3435.861469
-6372.63997,5001,3565.890306
-6197.429595,5001,3702.229569
-4582.230017,5001,3830.512691
