# {"t_start": 1589758022.191135, "env_id": "metak-v0"} 
r,l,t
-6156.425355,5001,120.159558
-4572.69845,5001,232.283592
-4504.202174,5001,352.039817
-3686.226511,5001,466.386051
-3695.740116,5001,588.837618
-3387.088247,5001,704.454744
-3739.774796,5001,827.751623
-3516.977734,5001,944.708885
-3701.721916,5001,1063.083739
-3748.720759,5001,1189.388294
-3961.340462,5001,1308.91279
-4089.585575,5001,1436.379041
-3732.899599,5001,1557.132964
-5843.764581,5001,1686.639898
-4453.720935,5001,1808.949651
-3644.129606,5001,1939.900948
-3390.876938,5001,2064.154435
-3572.097553,5001,2188.522946
-3885.272833,5001,2321.221376
-4684.793267,5001,2446.014293
-4578.828414,5001,2579.043254
-6721.763492,5001,2704.154691
-6966.345848,5001,2837.843136
-6260.715951,5001,2964.17156
-4985.67022,5001,3098.754491
-6071.673155,5001,3225.998271
-6997.991434,5001,3358.152367
-7057.522719,5001,3496.569999
-6551.894126,5001,3624.767538
-8173.746825,5001,3760.748808
-5719.20617,5001,3890.110676
