# {"t_start": 1589758026.6062987, "env_id": "metak-v0"} 
r,l,t
-4606.546484,5001,115.755558
-3300.477414,5001,227.893396
-4633.753223,5001,347.635615
-5362.165798,5001,461.994802
-4849.480035,5001,584.445379
-2245.853143,3031,652.537491
-4005.25146,5001,775.486311
-3500.222326,5001,892.023847
-3735.414099,5001,1017.609133
-3450.066247,4773,1131.281854
-3264.94558,5001,1250.102478
-4566.13842,5001,1377.447591
-5041.082933,5001,1497.487072
-3631.319544,5001,1626.752447
-2696.308546,3269,1704.256346
-3304.304611,5001,1834.468299
-4303.821324,5001,1957.787452
-1463.822267,1959,2008.085079
-4532.417932,5001,2132.523416
-6067.251228,5001,2265.082096
-6086.744099,5001,2390.320467
-3869.65944,5001,2523.184614
-3438.796569,5001,2648.334662
-4641.355618,5001,2782.343566
-4316.406785,5001,2907.774289
-6519.413594,5001,3042.486502
-4457.567793,5001,3169.476363
-4596.130071,5001,3300.251559
-5268.151771,5001,3438.128233
-4354.593042,5001,3568.178149
-6023.369046,5001,3704.500724
-5769.731807,5001,3832.775385
