# {"t_start": 1589758027.6808314, "env_id": "metak-v0"} 
r,l,t
-4651.802251,5001,114.691156
-4417.644172,5001,226.80884
-4210.5474,5001,346.56431
-4159.317704,5001,460.918928
-3370.311543,5001,583.367923
-3722.099616,5001,698.981221
-3998.715421,5001,822.277683
-4240.584273,5001,939.243698
-4310.444259,5001,1057.61315
-4653.835399,5001,1183.914445
-4406.763407,5001,1303.437912
-3252.936231,5001,1430.903994
-6728.696901,5001,1551.656874
-5174.684568,5001,1681.164912
-6833.913442,5001,1803.477239
-7182.18184,5001,1934.422777
-5651.690033,5001,2058.683135
-5388.357251,5001,2183.04642
-5515.345533,5001,2315.746063
-4508.660826,5001,2440.539354
-4820.012705,5001,2573.565995
-3662.918756,5001,2698.679331
-3795.123085,5001,2832.367997
-3753.53022,5001,2958.693997
-6774.529503,5001,3093.281899
-4605.925722,5001,3220.520923
-3824.840979,5001,3352.673655
-4047.037359,5001,3491.095207
-4434.601296,5001,3619.288453
-4563.226186,5001,3755.273509
-3630.395394,5001,3884.631642
