# {"t_start": 1589758027.3705132, "env_id": "metak-v0"} 
r,l,t
-5415.702386,5001,115.003079
-4031.841044,5001,227.127771
-4053.319237,5001,346.873358
-4315.915161,5001,461.227902
-4021.503364,5001,583.670576
-3697.664741,5001,699.29436
-5207.786297,5001,822.590959
-4862.08901,5001,939.553011
-3712.296676,5001,1057.924958
-3654.859778,5001,1184.222749
-3807.2472,5001,1303.754612
-3664.533261,5001,1431.212504
-3641.372403,5001,1551.967402
-3929.511998,5001,1681.474504
-5968.850258,5001,1803.786114
-4502.381126,5001,1934.734884
-3575.987591,5001,2058.990015
-5371.199183,5001,2183.359725
-5459.974879,5001,2316.054658
-4002.765277,5001,2440.847399
-4935.521506,5001,2573.879081
-4187.038457,5001,2698.987152
-2128.114952,2650,2772.839559
-3865.6194,5001,2898.40374
-4145.527286,5001,3025.39945
-4051.558037,5001,3160.123914
-3542.480411,5001,3290.627452
-3852.225064,5001,3428.91078
-5356.724648,5001,3558.875823
-5602.074413,5001,3695.180213
-4399.041993,5001,3823.428411
