# {"t_start": 1589758026.0809505, "env_id": "metak-v0"} 
r,l,t
-5947.514097,5001,116.28067
-4409.239321,5001,228.412117
-5317.548602,5001,348.15929
-3628.080125,5001,462.512129
-4083.228052,5001,584.969004
-1258.582427,1834,629.10182
-4275.249016,5001,744.134112
-3755.685352,5001,860.59436
-5815.156772,5001,985.352661
-3940.686769,5001,1104.081514
-4845.379921,5001,1230.660904
-6143.880165,5001,1350.260801
-4638.299871,5001,1477.886845
-3396.853464,5001,1598.864588
-1054.559257,1611,1640.922814
-4254.813078,5001,1762.912124
-5016.142314,5001,1893.40833
-4325.057769,5001,2017.464851
-4263.784214,5001,2149.774772
-4701.696615,5001,2274.697384
-3964.318422,5001,2407.622493
-3695.855465,5001,2532.853925
-4360.298154,5001,2657.990224
-4740.00232,5001,2792.083151
-3639.857643,5001,2917.501892
-3923.408101,5001,3052.277807
-3815.175135,5001,3179.258354
-3843.420566,5001,3318.274126
-3897.045701,5001,3447.889785
-3939.639312,5001,3585.854674
-3656.545926,5001,3714.26368
-1289.430577,1728,3760.642191
-3558.734068,5001,3890.099342
