# {"t_start": 1589758025.4836042, "env_id": "metak-v0"} 
r,l,t
-5548.401378,5001,116.87287
-4887.278567,5001,228.997414
-3939.18367,5001,348.756661
-4553.182596,5001,463.101225
-5037.196346,5001,585.549712
-4354.573601,5001,701.167221
-4637.879371,5001,824.464696
-4817.08186,5001,941.423328
-4873.135274,5001,1059.795822
-5492.168774,5001,1186.10097
-5847.246047,5001,1305.626689
-4555.023473,5001,1433.09738
-3690.991782,5001,1553.847697
-3671.963426,5001,1683.35228
-3348.355469,5001,1805.663328
-3909.116246,5001,1936.611508
-3756.194553,5001,2060.866699
-4801.034645,5001,2185.235012
-4934.485152,5001,2317.940108
-3810.638588,5001,2442.727561
-4874.513103,5001,2575.754793
-6798.102731,5001,2700.867317
-3603.680056,5001,2834.555255
-3591.723962,5001,2960.882894
-4999.588997,5001,3095.466383
-3842.210336,5001,3222.710843
-4340.389338,5001,3354.864618
-3460.682923,5001,3493.281096
-5032.648135,5001,3621.478742
-3741.753871,5001,3757.462085
-3436.74426,5001,3886.821625
