# {"t_start": 1589758025.6202445, "env_id": "metak-v0"} 
r,l,t
-4848.064383,5001,116.740784
-4142.662452,5001,228.863997
-5060.438732,5001,348.617426
-5383.590798,5001,462.967463
-4083.734708,5001,585.416373
-4594.079274,5001,701.029869
-5501.222585,5001,824.330585
-4674.326639,5001,941.289065
-4749.448389,5001,1059.660868
-3437.384668,5001,1185.968195
-3799.217264,5001,1305.491686
-4019.694482,5001,1432.958442
-4203.636921,5001,1553.718358
-3492.594296,5001,1683.221276
-3061.382068,4317,1790.501631
-1076.181911,1648,1833.1889
-5252.030728,5001,1956.492865
-3404.412623,5001,2080.735132
-3542.235754,5001,2213.019111
-3754.909112,5001,2338.153841
-3564.970365,5001,2470.765281
-3859.293803,5001,2595.940163
-4380.507778,5001,2729.039538
-4280.994318,5001,2854.866363
-5355.578669,5001,2989.009717
-3754.643653,5001,3115.835686
-3474.220046,5001,3243.504095
-5438.442845,5001,3384.2536
-4538.866097,5001,3513.805708
-4660.972604,5001,3649.870682
-5173.691139,5001,3778.004336
