eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,5231,0.007784785,0.09945984,8.487385,-0.004168456,279.31253,-0.0013952255249023438,1,2048,50.10875039733946,262144
nan,nan,5254,0.005624391,0.05510559,8.450761,-0.0031979121,308.17395,-0.002993345260620117,2,4096,100.00203492958099,524288
5001.0,-7977.89619395,5210,0.0036719844,0.020974731,8.435626,-0.0010527978,683.4562,-0.0009466409683227539,3,6144,150.31243465747684,786432
4804.94,-7612.086014540001,5085,0.0025113903,0.01105423,8.447275,-0.0006967284,2605.0955,-8.606910705566406e-05,4,8192,201.86771145742387,1048576
5001.0,-12004.72014685,5027,0.0026007844,0.0114860535,8.455218,-0.0009662524,1368.1353,-0.0012886524200439453,5,10240,254.01697832811624,1310720
4877.34,-11253.179669520003,5095,0.002614222,0.010313797,8.451344,-0.00052495796,1425.3597,0.0004863142967224121,6,12288,305.46204869635403,1572864
4353.42,-9978.04533479,4738,0.0023022792,0.009659195,8.437125,-0.0006762488,2280.737,0.00019055604934692383,7,14336,360.7927539916709,1835008
4641.63,-10967.630533909998,4902,0.0022467228,0.008898926,8.421389,-0.00060182106,1424.4553,0.000863194465637207,8,16384,414.27347875386477,2097152
4468.21,-10663.484014020001,4796,0.0025581091,0.011577988,8.412962,-0.0007698963,1633.4802,0.002590656280517578,9,18432,468.93154111038893,2359296
4811.8,-10402.6734592,4797,0.0016081678,0.004722595,8.424428,-0.00035007007,2977.4397,0.0015244483947753906,10,20480,523.5762135265395,2621440
4679.16,-10129.53259736,4788,0.002476165,0.012340546,8.433179,-0.00077445264,2046.2073,0.0019012093544006348,11,22528,578.3218409446999,2883584
4341.27,-9152.32066755,4621,0.0023785376,0.008807754,8.432887,-0.00061762944,1456.4443,0.005622446537017822,12,24576,635.0544382184744,3145728
4503.41,-9541.27822791,4727,0.002173041,0.00846901,8.420061,-0.0005901642,1633.6736,0.004966557025909424,13,26624,690.5069390237331,3407872
4273.72,-8846.18944371,4562,0.0025360715,0.012030792,8.40629,-0.0006298843,1888.9283,0.0037116408348083496,14,28672,747.9652631282806,3670016
4604.87,-10614.72527712,4654,0.0028860918,0.014907455,8.390641,-0.00069880596,4311.1646,0.0014297962188720703,15,30720,804.2917913347483,3932160
4122.46,-9429.34217773,4476,0.0024500831,0.010731888,8.360765,-0.00060933514,1123.7252,0.007234334945678711,16,32768,862.8508192906156,4194304
3910.93,-8438.237502270002,4485,0.00270905,0.013280487,8.335836,-0.0006145953,1166.2185,0.006520390510559082,17,34816,921.2944838898256,4456448
4178.02,-8810.98449358,4577,0.0023857113,0.0116539,8.311781,-0.0006937287,1590.5739,0.00586932897567749,18,36864,978.571954487823,4718592
3996.55,-9022.670245770001,4331,0.00282702,0.014741135,8.27687,-0.0006452176,920.46497,0.008087337017059326,19,38912,1039.094689231366,4980736
3861.04,-7763.78931672,4399,0.0025154715,0.0112781525,8.275156,-0.0004936898,2044.3555,0.003704547882080078,20,40960,1098.6790761491284,5242880
3730.75,-8085.562608939998,4288,0.0028807505,0.017265702,8.280176,-0.0007924245,2562.4773,0.0017797350883483887,21,43008,1159.81566635333,5505024
4122.54,-9212.94940075,4408,0.002836774,0.017528534,8.274685,-0.0007665915,1368.916,0.003656446933746338,22,45056,1219.2787407906726,5767168
4098.35,-8708.847726920001,4371,0.0026959006,0.014585495,8.250704,-0.0006692647,1339.7483,0.006165802478790283,23,47104,1279.2481321692467,6029312
