# {"t_start": 1590063809.144203, "env_id": "metak-v0"} 
r,l,t
-4654.880205,5001,138.621058
-6376.445366,5001,329.009666
-6412.953732,4736,512.998463
1394.281731,1626,590.886698
-5263.716584,5001,849.087745
-3833.516044,5001,1085.334388
-7622.503194,5001,1378.766252
-1488.062148,3560,1615.442021
-5434.811477,5001,1897.586319
-243.241648,2876,2057.522702
-2980.860637,5001,2401.135468
-4900.406134,5001,2678.447213
-2558.212417,1164,2753.951412
-5682.580131,4133,3035.444613
2066.853531,37,3042.905105
-1118.053437,57,3048.705434
-1567.368318,5001,3360.245682
-3829.35011,5001,3671.018358
-4015.016659,5001,3952.95748
-4087.233672,5001,4309.172176
-4436.457826,5001,4575.051831
-2961.643459,4444,4816.864134
-1963.137214,5001,5097.448154
-6851.559323,5001,5415.449718
-4415.248469,5001,5737.143574
-2890.171271,5001,6041.124417
-1684.074745,351,6067.372261
1913.069542,770,6110.493355
-3474.885955,3283,6320.784585
-2274.923928,939,6391.640139
-4426.310391,3403,6648.776501
-4043.103613,5001,7003.716807
-1678.869473,445,7025.527755
1509.982844,886,7077.794878
-4843.799878,5001,7417.870478
1361.30987,1532,7537.820686
1868.830228,761,7601.387661
-197.982729,1910,7741.327663
1416.673574,1239,7822.664534
872.96866,937,7907.761386
-3234.748695,2227,8139.920565
-5083.795223,5001,8549.868319
-490.211502,2477,8773.324081
708.889234,895,8872.986246
1668.326539,540,8925.799011
-4083.762912,5001,9484.255259
1315.411369,929,9577.687622
797.60181,1350,9729.004955
800.294924,867,9807.570945
-1983.649771,1355,9966.286853
