# {"t_start": 1590063813.886737, "env_id": "metak-v0"} 
r,l,t
-4505.81991,5001,133.901409
-4966.692459,5001,324.287216
-3441.353751,5001,520.384383
-3251.178433,1449,600.536982
-2997.79976,5001,853.07581
-1946.710908,570,876.75
-4366.962526,3817,1059.318903
-3620.951254,2152,1169.749146
430.398307,1996,1271.72608
-3498.474115,4244,1540.802271
-2848.761504,5001,1856.64095
-2442.09524,5001,2130.600885
-2895.100114,1831,2256.885028
-1234.905314,594,2293.255155
-1062.788116,47,2296.676615
-1129.282292,26,2299.855769
-900.140129,40,2302.901283
-1015.162535,8,2307.323092
-1092.109391,80,2315.633983
-1291.392877,130,2323.315784
-1172.056504,223,2357.873911
-4681.592751,5001,2632.60589
-4217.560997,3218,2857.906402
-5768.232841,5001,3201.800867
-2800.567397,5001,3486.906411
948.672184,1420,3568.957936
-3023.565129,5001,3878.558427
-1901.780528,541,3900.44873
-2464.154267,2301,4076.974413
-1910.872039,5001,4372.108132
-1183.702315,3906,4586.258565
-5570.140432,5001,4865.381387
705.444546,1618,4949.587152
-3401.872541,4491,5219.419332
-2447.895247,5001,5545.421612
-2791.579116,5001,5867.564938
-3524.986055,5001,6157.235547
-1076.05218,4272,6465.710206
-3440.678263,2747,6661.956545
699.149281,991,6732.545737
-3313.654477,5001,7073.069604
1534.243804,1220,7167.798262
-1061.715479,2374,7327.236284
-3364.278217,2081,7464.970364
-2557.24712,2415,7649.077127
1358.502934,829,7719.458272
231.244516,1534,7818.509453
989.91678,1195,7930.498727
660.784858,1178,8060.096205
676.100146,2239,8258.48315
-6084.304957,5001,8680.302486
-1540.055962,277,8700.343343
-3026.80794,5001,9220.674282
844.299484,950,9339.428499
-4057.339854,5001,9871.064834
-1605.17648,862,9978.845697
