# {"t_start": 1590063811.6452532, "env_id": "metak-v0"} 
r,l,t
-3668.05609,5001,136.132569
-3836.304302,2176,212.879636
-4170.773801,5001,398.246279
-5272.441922,5001,634.477672
1519.955044,1768,732.041375
-3938.343935,2450,849.61811
-2700.825141,985,889.370457
-7811.973521,4741,1129.998106
-5319.133062,5001,1415.650474
-6868.147621,4754,1726.795398
-4831.224774,5001,2001.370325
-4109.093594,3074,2186.752211
-4277.957767,5001,2500.520866
-4743.711969,3233,2702.470934
-1938.552381,5001,3043.88552
-2183.987224,5001,3357.425056
-4741.985787,4508,3640.522436
-4270.790554,5001,3921.903157
-2495.603437,5001,4267.46599
-3227.178021,5001,4549.301032
-1270.802956,369,4568.870215
-2873.164479,5001,4839.23931
-4826.363828,5001,5118.310177
-2218.52022,1026,5182.543862
-2092.360673,5001,5514.519788
-5599.317888,5001,5825.123817
-3389.220789,5001,6126.729682
-3845.01757,3643,6363.707226
-1509.037038,346,6394.555419
-5319.112362,5001,6755.661
-2819.79121,2174,6909.00836
-4225.587462,4316,7219.126333
-1292.795025,5001,7561.770205
1005.344501,1159,7641.826865
-4563.115404,5001,8078.704865
-1536.631847,302,8111.761159
1388.993475,1035,8198.028723
-3133.091219,5001,8607.292583
956.254992,964,8695.101752
284.411278,1360,8827.939052
1776.515312,675,8907.536997
1584.572582,817,8990.487241
1399.8376,571,9038.539046
-1613.605159,392,9081.167344
1921.501737,442,9140.883456
1407.176074,763,9222.361573
358.045689,1306,9374.114878
1186.414313,931,9488.502563
1221.218805,976,9586.108584
