# {"t_start": 1590063813.409464, "env_id": "metak-v0"} 
r,l,t
-1170.111793,5001,134.369624
-4369.10029,5001,324.758279
-5775.77077,3340,447.815389
-4420.525949,3911,638.665052
-3191.292122,5001,882.744526
-6514.813659,5001,1135.701487
-5339.566507,5001,1423.519149
1312.793318,1335,1497.928174
-7621.103806,5001,1822.231509
-4895.603744,5001,2100.070278
-2479.357948,1071,2158.619369
-3663.679779,5001,2482.679351
-5922.678867,5001,2796.846838
-5797.184698,3615,3053.018991
-4416.469537,5001,3360.345928
-1822.956837,531,3396.955745
-547.926438,2371,3532.086389
-2235.546434,5001,3831.695906
-5728.60677,5001,4164.934731
-2337.545444,5001,4458.853821
1064.024205,1515,4547.732433
-7188.84242,5001,4814.463412
-3202.228949,5001,5094.957932
-4048.779658,2668,5263.295917
-2736.151396,1039,5334.715413
-3066.689947,3864,5578.23086
-3744.970206,5001,5900.177953
-2137.631535,5001,6191.597793
-294.280522,3452,6449.289837
-3730.825796,5001,6800.775366
-304.922855,2339,6976.640977
539.5756,2335,7131.792356
-1758.807158,380,7162.399191
1177.216633,1783,7287.797963
-5230.794715,3477,7514.738387
-5536.970583,5001,7894.456344
1945.824333,740,7969.557401
464.100317,2529,8222.048902
1049.276762,1036,8304.617481
-1748.259107,485,8334.411263
1692.729569,875,8411.590933
-161.561841,1450,8517.486612
1224.226064,809,8596.74575
1302.228374,770,8677.911674
1761.079815,632,8732.72702
1738.709487,659,8780.911557
-1619.164749,387,8830.929635
718.777804,917,8927.222347
-1626.080828,317,8967.933648
1719.043429,904,9047.449115
1451.500375,797,9145.789758
519.607638,1060,9259.819654
-7017.401495,5001,9804.166802
71.127765,2163,10041.477829
