# {"t_start": 1590063814.3018749, "env_id": "metak-v0"} 
r,l,t
-3875.583117,5001,133.487122
-6041.738972,5001,323.874154
-4025.590628,3110,437.643529
-2846.272051,5001,670.400344
-7410.375052,4611,909.364132
-4558.270817,5001,1156.706964
-4484.271424,5001,1442.961907
1039.934908,2176,1609.626286
-5363.21086,5001,1889.648792
-3933.941661,5001,2178.622859
95.51291,4244,2446.206436
-3496.737188,5001,2763.913172
-55.448489,2867,2957.548956
-2558.046935,5001,3281.309102
-5120.706427,5001,3586.465618
-4995.609983,5001,3885.435694
-4103.148731,5001,4225.027068
-5035.741555,5001,4508.624307
-1664.233678,358,4527.29474
-2290.021197,5001,4795.754364
-3678.87871,5001,5078.06642
-5310.301027,5001,5395.557393
-2538.434747,5001,5707.145539
-2067.636476,5001,6018.921248
-1064.365379,5001,6337.508716
-5038.936611,3828,6631.101471
-4045.091984,2764,6825.174211
-2531.735572,1909,6960.821835
-2678.075619,5001,7306.538675
-4320.811393,5001,7651.465846
-3095.631374,2138,7795.438278
-197.404711,3775,8175.782663
-4715.020602,2696,8393.985035
-1055.798935,160,8408.695166
-5075.403395,5001,8861.619614
-3901.845673,5001,9412.067061
-1798.35561,1598,9580.429628
