# {"t_start": 1590063810.044253, "env_id": "metak-v0"} 
r,l,t
-4520.10284,5001,137.721597
-5735.27792,4691,319.336637
-4081.982668,5001,506.802925
-3910.699683,3157,666.461481
-2602.079731,5001,920.862911
-5145.071106,5001,1164.059203
-2292.626294,916,1214.503255
-4851.861244,5001,1512.27408
-2107.789046,725,1564.216531
-6663.893947,5001,1875.099436
-3040.51044,5001,2155.678719
-5941.924888,5001,2475.663784
-6065.106298,3872,2721.188238
-2045.115464,5001,3058.822339
-3110.97833,2036,3204.868832
-2991.35255,2688,3354.02594
-3610.713933,5001,3661.114791
-2337.585602,1294,3742.899555
-4559.79524,5001,4057.727989
56.790015,1492,4147.156592
-3572.594211,5001,4446.911025
-1445.324205,5001,4717.114205
-1926.461103,596,4761.575729
-2208.568529,1954,4862.000348
-4105.4265,5001,5143.479367
-2570.339094,5001,5474.357472
-2312.132966,5001,5792.65779
-2591.43814,1940,5909.111141
-2858.332909,2214,6036.316887
-1093.959839,2,6038.480608
-1084.958775,138,6044.795372
-1209.132889,189,6057.707341
-1085.573733,58,6061.603999
-970.397601,17,6064.194385
-2588.605275,1986,6176.952575
-3972.740875,5001,6555.210376
-2184.026847,1062,6619.265793
-1137.564942,100,6626.708885
-355.809977,4775,6970.513615
-1312.408003,313,6990.432789
-1315.599009,165,7004.818937
365.497222,2362,7160.621231
-6892.905332,4914,7489.925905
-192.587128,1549,7611.834884
564.740134,1210,7701.02466
1575.280574,535,7741.799443
-1927.48232,5001,8193.123909
-1574.889429,313,8224.143014
-4638.761283,5001,8630.251614
-5229.299433,3355,8968.640811
1520.814541,900,9047.80844
1591.571297,740,9139.3678
-1614.047097,331,9189.573812
-1635.650766,543,9234.259891
-1603.742232,402,9279.98018
-5978.7096,5001,9820.650659
1764.362545,490,9875.988391
