# {"t_start": 1590063809.6062639, "env_id": "metak-v0"} 
r,l,t
-5294.863116,5001,138.164631
-4810.795091,5001,328.549944
-2359.355554,5001,524.646527
-4934.964386,5001,784.039421
-4334.04333,5001,1024.919948
-3952.154109,5001,1278.73865
-3553.67869,5001,1619.217268
-5579.820053,5001,1903.286087
-5656.023393,3687,2110.864962
-4139.871073,4001,2395.938827
-3067.931295,5001,2670.987655
-1955.078777,1144,2748.134638
-1908.171077,760,2796.772462
-6023.381719,5001,3160.95472
-1907.585598,584,3188.999485
1030.989943,1041,3234.713764
934.786277,2212,3370.409985
-2117.472091,1713,3477.178307
-3534.749914,2403,3626.363037
-4945.418562,5001,3913.475363
-4901.41976,5001,4265.565963
68.525588,2711,4417.178255
-2500.370256,1158,4475.63423
-853.204603,5001,4758.137421
-5141.208878,5001,5029.703417
-5615.595625,4165,5282.119159
-6121.557379,5001,5605.922272
-4655.796569,5001,5922.681503
-2715.058817,3127,6108.508836
-1192.700497,388,6131.17849
-3144.449953,5001,6478.682122
-1361.197342,546,6519.123394
-5589.718865,5001,6865.781255
-6077.921579,5001,7224.139442
-1748.887253,500,7264.515229
-4537.238962,5001,7607.89676
-1264.228041,189,7620.99842
-6242.450785,5001,8045.819481
325.26677,1621,8193.776657
-3541.739561,1870,8340.527866
1268.152497,966,8425.929359
-3648.966522,5001,8878.920011
-3140.33231,2242,9106.533378
-2835.388426,2849,9448.463339
-2001.263569,936,9546.824179
-3110.380586,4188,9998.151012
-1137.442496,289,10028.264894
