# {"t_start": 1589978599.6122785, "env_id": "metak-v0"} 
r,l,t
-4198.954244,5001,112.647871
-1858.949134,2549,170.82035
-1182.016647,1598,213.258094
-1592.96857,2025,263.515478
-4137.697298,5001,387.301212
-810.885707,1312,424.904277
-1269.838333,1633,470.668343
-1156.842118,1524,512.402093
-599.717589,919,534.185385
-1057.268453,1572,579.346915
-1184.276156,1568,622.176686
-1382.686868,1914,667.900164
-943.735841,1346,708.946217
-1111.703984,1426,752.311358
-1449.614808,1826,805.434
-1280.774296,1747,856.012013
-885.537767,1237,885.478375
-1021.969925,1299,924.221892
-450.061858,683,941.044291
-660.234278,1074,975.891984
-1077.165217,1349,1013.279381
-3536.645375,5001,1168.575418
-432.502099,660,1187.424203
-398.259504,648,1205.2762
-899.559631,1209,1245.8799
-482.086453,785,1267.391773
-898.94499,1088,1304.990778
-611.042417,845,1329.768686
-293.78086,463,1350.178342
-993.951984,1200,1386.804304
-769.366639,973,1423.079209
-557.916476,759,1444.178942
-689.173831,886,1469.588126
-867.156024,1062,1507.45553
-421.877191,607,1523.692328
-923.918905,1182,1566.545391
-411.292433,600,1583.527033
-352.635072,550,1599.923048
-803.191527,997,1635.488079
-694.320615,881,1660.477731
-363.756479,559,1685.073534
-511.803222,728,1706.561399
-901.279425,1054,1739.034447
-445.028228,642,1766.828986
-599.23713,834,1793.206202
-297.0785,469,1807.576219
-603.862724,780,1840.352414
-599.835661,825,1865.953108
-649.514872,854,1900.656047
-515.671974,726,1924.690643
-633.580493,842,1952.281809
-466.629229,626,1980.066755
-556.327711,740,2003.860217
-549.399483,761,2027.359264
-484.341434,644,2055.087874
-802.354517,995,2087.066786
-262.947292,401,2100.43322
-493.581218,671,2130.213589
-701.882959,863,2158.562294
-740.153219,1126,2202.887398
-309.182793,499,2219.860362
-533.383127,696,2243.000235
-517.902506,661,2285.422045
-623.595651,770,2313.778569
-638.687435,807,2343.574551
-427.594502,606,2374.678853
-488.56067,624,2398.40344
-712.260146,859,2429.358693
-5326.197184,5001,2627.087034
-332.410169,567,2646.811448
-828.421536,961,2686.596145
-563.613975,725,2712.629861
-365.613674,523,2730.632261
-388.758452,556,2750.170812
-597.072962,762,2785.078333
-579.381689,746,2811.455055
-330.918811,465,2827.181458
-404.714693,557,2854.142084
-392.012984,517,2872.462492
-495.472364,663,2895.036533
-5033.651338,5001,3095.787791
-3913.258106,5001,3297.709311
-5221.931981,5001,3514.566549
-4264.925837,5001,3709.805382
-780.342255,1055,3757.701584
-241.151847,365,3773.678624
-488.545795,654,3800.162699
-567.815613,728,3829.005099
-342.742024,515,3857.976225
-615.269553,1027,3899.013924
-365.068948,527,3921.33626
-394.974428,540,3952.182488
-827.976702,939,4004.596335
-588.432686,753,4042.024835
-559.210819,711,4072.833843
-359.902153,507,4094.064879
-483.703722,635,4121.591971
-385.535423,503,4151.671474
-761.371632,905,4188.102789
-571.706227,737,4219.149871
-485.104703,605,4251.192426
-2330.131895,2950,4378.775749
-303.211519,457,4397.273119
-518.734434,671,4432.285967
-404.824804,553,4455.707376
-663.404626,807,4488.330672
-692.430286,808,4531.995602
-447.30916,581,4556.332242
-548.883856,664,4582.335981
-434.967372,582,4614.280349
-426.055006,551,4637.434343
-459.271472,604,4664.714977
-711.987939,833,4708.337985
-312.075197,451,4727.187715
-411.646534,564,4751.010559
-433.017518,580,4776.368801
-262.177174,382,4801.29269
-475.314487,590,4827.599128
-474.768053,614,4855.13808
-496.71965,620,4891.058256
-355.986085,506,4912.600199
-234.390559,361,4928.126735
-454.149529,612,4954.830923
-292.378696,418,4973.510017
-1524.875957,2177,5084.020936
-297.57273,437,5103.754774
-470.313616,614,5131.478313
-453.641092,575,5157.316895
-389.729152,536,5188.417325
-207.338974,320,5202.437875
-5721.523529,5001,5442.040139
-4515.420202,5001,5699.546508
