# {"t_start": 1589978598.775754, "env_id": "metak-v0"} 
r,l,t
-5115.983432,5001,113.479551
-4200.525487,5001,232.979684
-3139.500732,3866,331.769373
-4700.972704,5001,465.986703
-1828.610714,2324,525.697078
-1054.389571,1431,568.072663
-768.072113,1129,594.639679
-3171.677199,5001,738.269403
-1142.729186,1595,777.790221
-1170.39501,1461,821.234308
-606.79137,870,842.296338
-1519.107651,2018,898.364292
-3111.905831,5001,1050.408464
-870.72913,1296,1092.451529
-910.684911,1240,1124.896644
-1078.135846,1315,1168.223297
-994.031096,1342,1205.278609
-840.207452,1056,1242.039015
-850.310288,1129,1273.067289
-553.278131,816,1303.373892
-539.972033,744,1324.113671
-581.845326,815,1355.814957
-464.620616,647,1375.61577
-626.328339,871,1401.103823
-5525.262254,5001,1567.385289
-3425.427491,5001,1728.969164
-3755.127414,4161,1874.425786
-4508.076173,5001,2057.518994
-722.761933,886,2085.957948
-2887.626771,5001,2287.46548
-562.596366,733,2314.274673
-582.218692,725,2341.409379
-493.713847,646,2373.358001
-750.193339,912,2407.308949
-519.337452,682,2432.391218
-291.923523,449,2454.672402
-476.225191,623,2477.389378
-603.971029,748,2503.887542
-465.494186,604,2532.154326
-669.31122,776,2557.622355
-3176.678756,5001,2748.530582
-341.241857,543,2775.507833
-230.900642,364,2788.985631
-714.348639,857,2818.601542
-686.27028,823,2854.476864
-412.814573,592,2875.376532
-567.233347,745,2900.327921
-495.034813,679,2931.031377
-716.863455,861,2960.575988
-308.782654,448,2976.557626
-435.262321,588,3004.717875
-457.250674,630,3027.591633
-302.582486,477,3044.833963
-516.781488,676,3070.558915
-744.876566,874,3110.379636
-816.056956,946,3145.724864
-619.674178,756,3179.71701
-489.098309,657,3203.888958
-328.069883,484,3221.519857
-511.734048,667,3255.669166
-552.164809,713,3283.395077
-635.557955,801,3314.869321
-480.47904,613,3347.943312
-362.975376,488,3365.621231
-472.216433,624,3390.493264
-566.839435,716,3426.703985
-617.939834,797,3456.433141
-435.747615,553,3477.467859
-408.167233,524,3497.184171
-565.664786,743,3532.325845
-457.352099,662,3556.438562
-667.717451,830,3593.615695
-360.96591,491,3610.568798
-343.394546,480,3628.445056
-453.742923,625,3649.962016
-587.153327,767,3684.121386
-542.852405,704,3710.988969
-747.048668,877,3744.625463
-358.575354,507,3773.221099
-459.715587,625,3798.503855
-629.12119,794,3830.520231
-473.255897,596,3862.561907
-422.606699,568,3885.200832
-822.624491,940,3923.895836
-512.573458,672,3960.42453
-641.783063,775,4005.878211
-247.5733,377,4020.989191
-246.257009,364,4043.100709
-401.081987,529,4065.346658
-584.463023,724,4096.210193
-398.477199,537,4119.909221
-600.453223,734,4159.044983
-844.565664,962,4199.057966
-440.415661,589,4231.544383
-530.545376,679,4258.682362
-526.000578,664,4285.046256
-407.693185,529,4306.641083
-519.751815,645,4340.594441
-496.62963,649,4367.167795
-743.121837,865,4402.08593
-477.898811,596,4433.92986
-3098.359218,5001,4660.77672
-437.024095,559,4684.744795
-520.175235,646,4719.629137
-591.207734,707,4749.617564
-479.399521,609,4775.395386
-271.321396,402,4801.546213
-706.044921,822,4837.840143
-440.989524,549,4862.791042
-556.249009,690,4901.115277
-371.579785,497,4922.285516
-678.463825,810,4958.089488
-741.483432,887,5004.350929
-257.907978,380,5021.459375
-766.911973,880,5059.346836
-393.688564,542,5091.481867
-429.1713,548,5116.092125
-723.127648,845,5153.819945
-316.140725,460,5175.231805
-253.825393,381,5198.712832
-605.814351,748,5231.950193
-339.532085,475,5254.093369
-601.076809,752,5294.636678
-464.31112,613,5322.092991
-808.89051,927,5363.117117
-627.620606,762,5405.618611
-576.284117,698,5436.919983
-300.472109,428,5456.625502
-486.978685,638,5491.995351
-331.932228,440,5513.014194
-288.932985,422,5532.375479
-388.229554,516,5557.27357
-661.233447,789,5606.570278
-349.184838,494,5629.132233
-459.896037,613,5656.376014
-424.09708,531,5680.487794
-310.554716,437,5708.982075
-286.371041,423,5729.279621
-405.686915,518,5753.915027
-492.550986,613,5781.743395
