# {"t_start": 1589978597.7690716, "env_id": "metak-v0"} 
r,l,t
-4406.423072,5001,114.474187
-3991.41052,5001,233.975405
-3626.288392,5001,364.460485
-3725.424749,5001,493.208887
-458.703738,856,518.824193
-1730.595948,2425,584.483435
-1451.566662,1581,628.052318
-1645.054006,2136,686.971666
-3583.03967,5001,827.101255
-757.220567,1019,859.363523
-3191.995067,5001,998.716868
-1093.00178,1472,1046.063437
-554.516234,851,1068.556643
-1044.492956,1361,1112.397941
-1145.217494,1431,1157.686162
-450.739326,665,1176.952279
-665.502701,923,1201.921495
-3089.957123,5001,1365.413507
-252.116354,476,1379.573337
-684.262941,906,1406.607651
-958.647768,1137,1446.909585
-711.597976,936,1473.32996
-686.724875,906,1505.862773
-652.365537,908,1532.312453
-484.267896,716,1560.712478
-4199.321051,5001,1722.13509
-5109.756843,5001,1901.658569
-811.275138,945,1932.962934
-4501.23735,5001,2108.15089
-5583.765044,5001,2311.586152
-3039.065662,5001,2509.069225
-648.573461,816,2543.973851
-559.960856,695,2566.629673
-497.968637,639,2589.974868
-356.970081,488,2616.967289
-883.235622,1027,2652.058386
-617.488983,781,2685.549229
-239.126413,366,2698.693671
-553.58634,696,2722.660765
-4369.343656,4916,2908.64579
-536.498373,657,2939.056046
-366.759016,531,2957.501053
-656.347632,820,2987.636361
-432.018788,585,3015.164424
-611.760069,774,3043.172744
-696.030062,827,3081.751965
-443.781789,618,3104.467941
-696.245902,835,3135.726776
-537.900058,710,3168.200623
-578.401662,744,3195.809547
-590.049766,752,3223.267471
-302.27801,456,3247.932796
-402.43674,538,3268.968601
-720.178854,860,3303.606891
-497.187722,673,3339.242139
-854.417757,962,3374.984107
-462.185539,608,3399.667645
-794.756314,923,3443.191152
-366.196019,487,3461.379729
-460.957865,587,3484.042043
-505.649614,628,3514.623049
-459.288538,577,3536.239546
-571.854634,857,3566.843845
-401.281687,531,3593.808024
-739.153037,871,3624.754472
-414.437078,550,3644.011564
-377.372183,541,3662.211241
-531.194772,688,3694.689217
-443.57204,622,3718.653843
-469.704709,651,3744.004921
-500.380979,654,3778.234418
-445.557141,572,3801.602063
-422.78567,678,3828.668505
-385.113123,557,3859.022849
-758.387304,905,3895.525147
-446.420289,612,3920.944643
-346.211792,497,3949.732218
-882.604206,1331,4018.547846
-541.8966,687,4053.516884
-313.232423,468,4073.897132
-728.26657,853,4110.288747
-460.187224,592,4143.897279
-312.44384,456,4163.653516
-519.265603,668,4190.426967
-627.468395,778,4223.44566
-386.989633,511,4250.945896
-547.581172,707,4279.623857
-388.135744,524,4301.330932
-432.760321,552,4330.891815
-323.024054,463,4349.676642
-482.882844,631,4375.528648
-638.2577,761,4414.271804
-773.641987,891,4451.380086
-547.664489,677,4479.051012
-745.443502,869,4522.59309
-580.408216,708,4554.275575
-314.395198,440,4572.079665
-406.538153,555,4602.536669
-478.17316,590,4627.012616
-456.742362,565,4651.844951
-242.335364,363,4667.835616
-510.052939,653,4703.599544
-411.475581,555,4726.393497
-601.037774,733,4757.724861
-603.068,731,4797.810443
-495.237064,639,4826.874699
-377.384479,508,4849.057497
-564.491422,683,4879.462256
-386.705969,522,4910.801327
-226.341985,363,4925.648565
-493.190712,629,4953.435531
-353.463151,495,4975.599921
-408.175183,570,5007.732881
-249.116932,378,5024.800362
-242.673504,362,5039.602295
-247.912798,359,5055.516364
-325.311949,465,5075.915972
-285.70773,401,5102.287473
-691.380251,818,5138.795082
-329.185724,466,5159.749159
-664.914021,791,5202.053346
-596.592704,731,5234.528163
-356.570174,490,5257.588285
-374.960232,505,5287.472721
-386.842202,493,5309.490981
-698.937012,829,5345.625964
-656.428668,854,5392.361995
-625.911514,769,5427.171544
-495.71733,647,5456.18296
-392.743721,515,5486.754696
-742.435734,857,5526.05662
-617.084728,750,5561.871487
-545.461389,675,5605.811135
-483.644456,632,5635.27109
-563.0542,700,5665.907571
-158.890156,252,5677.690236
-339.669934,481,5707.6141
