# {"t_start": 1589978598.8681848, "env_id": "metak-v0"} 
r,l,t
-5403.601224,5001,113.390013
-3790.21163,5001,232.887257
-1780.284734,2374,298.488899
-3559.411127,5001,423.314034
-4537.684609,5001,554.740448
-4650.300695,5001,694.875301
-4361.325604,5001,835.079251
-707.640438,996,867.233882
-585.698446,822,886.222328
-977.287413,1447,928.575383
-923.13129,1255,967.992815
-900.018284,1395,1005.524368
-1005.987258,1304,1047.989561
-1296.549392,1627,1098.336597
-540.75714,841,1120.599995
-1073.777705,1319,1163.764324
-387.519227,624,1181.790529
-700.683168,946,1207.221493
-941.279395,1176,1246.95056
-918.661091,1180,1286.636208
-681.611172,917,1312.714194
-995.350214,1205,1355.25755
-642.01345,928,1383.255272
-622.16796,848,1416.251289
-941.724323,1173,1449.762236
-545.324898,798,1472.110025
-584.100312,791,1501.669906
-528.42582,763,1522.80804
-531.103688,715,1551.663517
-673.704584,904,1578.266737
-3166.306026,5001,1740.297835
-516.543096,718,1770.389151
-910.788873,1080,1804.341043
-1822.24834,2903,1911.501629
-739.958143,924,1941.981017
-584.961656,781,1975.630299
-582.849608,785,2000.197438
-835.79989,1020,2032.440891
-658.224277,831,2066.57376
-763.52565,913,2095.788601
-541.091992,709,2126.662056
-480.151308,662,2148.144407
-569.697556,735,2172.137018
-570.257441,759,2204.91835
-496.836409,670,2227.891942
-715.073311,873,2260.083289
-507.995334,687,2301.595529
-375.191187,530,2320.206304
-269.443613,405,2336.214024
-430.028474,600,2366.829603
-755.607057,888,2400.016887
-385.732522,584,2420.885394
-371.038151,543,2447.520269
-604.589937,767,2475.209645
-595.496779,753,2501.584566
-429.72048,581,2529.369488
-532.722286,679,2551.91195
-573.129548,726,2575.834488
-561.221714,740,2612.318831
-569.061337,750,2637.551743
-335.509506,479,2654.187515
-282.811494,435,2668.974218
-584.571718,756,2703.122102
-640.122301,804,2730.874696
-323.414666,463,2747.130869
-811.870235,978,2790.393203
-280.893721,409,2804.40507
-473.278207,614,2825.543396
-587.592031,762,2859.69639
-486.052097,618,2880.781124
-274.627714,431,2895.381491
-5428.23912,5001,3096.221039
-2813.915288,5001,3298.216171
-510.089496,669,3325.860067
-279.499571,415,3350.490521
-633.748532,748,3378.667191
-627.96878,743,3407.050572
-668.377228,821,3446.957606
-187.654621,299,3458.415612
-576.251339,748,3486.847944
-476.488791,651,3518.355281
-576.470984,772,3547.147211
-495.17109,624,3569.583903
-357.807993,506,3595.244445
-246.266157,376,3608.119214
-775.45183,899,3640.183022
-569.518687,732,3673.287632
-400.892537,570,3693.454537
-257.219191,384,3709.176425
-564.074385,718,3736.358012
-981.835233,1352,3798.571632
-425.669621,675,3825.554946
-382.068207,569,3856.263351
-596.786897,739,3886.38204
-536.526235,677,3913.75835
-445.872937,586,3946.2346
-283.306852,407,3968.096774
-350.406852,489,3997.757806
-463.457883,600,4021.64488
-232.453467,373,4044.193437
-265.844092,390,4060.349895
-445.920725,593,4085.474223
-825.237342,937,4127.384353
-501.214241,647,4162.55686
-279.480275,418,4179.853479
-496.706247,654,4205.792603
-473.410936,630,4240.21449
-469.264665,589,4263.806035
-891.82726,1257,4322.080812
-2690.30822,5001,4544.250748
-3083.419918,5001,4771.927923
-159.444253,286,4792.48752
-576.043365,709,4824.862144
-305.572436,441,4844.308647
-449.798901,576,4870.604507
-382.126818,508,4900.312267
-324.576221,461,4919.728107
-622.531582,753,4953.202455
-312.280391,478,4974.253423
-179.558502,285,4993.551055
-448.657881,568,5019.316378
-287.133694,427,5037.120472
-393.184187,572,5062.017634
-567.629045,715,5102.519103
-583.312103,724,5135.223361
-481.675372,639,5163.137597
-333.668453,477,5191.920399
-505.111822,637,5220.19848
-3179.159165,5001,5460.292799
-2723.408891,5001,5718.795575
-468.793853,632,5749.12104
