# {"t_start": 1589978598.4007852, "env_id": "metak-v0"} 
r,l,t
-4053.957078,5001,113.84606
-4083.887225,5001,233.345832
-1196.702229,1756,277.255915
-3924.021931,5001,409.207816
-3644.806208,4949,539.074709
-899.567601,1347,578.668168
-3225.48031,5001,712.517243
-1655.753125,2172,775.057729
-1105.388307,1513,819.505609
-981.566462,1259,858.198066
-1084.090107,1535,894.656475
-3868.722005,5001,1046.667913
-839.21304,1198,1077.822565
-3051.973769,5001,1236.107972
-658.530472,913,1261.289435
-760.379358,1083,1298.86447
-399.42567,614,1316.040322
-886.828355,1080,1355.437011
-470.647504,694,1376.49563
-558.615041,793,1399.884356
-370.980225,542,1423.664161
-346.089561,517,1438.524401
-3044.003138,5001,1596.826698
-623.643366,843,1627.684833
-302.179949,479,1641.644653
-656.905026,849,1666.418962
-659.702349,835,1698.856832
-655.283146,847,1725.070665
-479.851504,686,1753.41266
-2855.575075,5001,1927.717176
-618.223688,840,1954.722469
-550.838848,729,1985.603679
-668.755236,910,2014.810224
-704.457349,877,2049.966387
-709.278086,844,2076.573688
-351.549827,500,2093.061892
-683.180628,833,2127.869177
-921.194838,1055,2163.053739
-437.809367,588,2181.921566
-1309.835451,1825,2250.70981
-1818.157763,2594,2373.015758
-325.203989,484,2392.880001
-1119.466448,1602,2456.544074
-2957.261687,5001,2646.582336
-729.445437,870,2683.238089
-452.486923,596,2704.993297
-346.880384,522,2722.407712
-387.324489,563,2742.695444
-719.558398,854,2780.727678
-600.558829,778,2808.187301
-410.795119,635,2830.03906
-403.936265,569,2857.539955
-696.477989,843,2886.702014
-789.146487,909,2924.9058
-377.341329,529,2942.965655
-423.150569,573,2962.829605
-444.941885,587,2984.788397
-428.514747,572,3011.233378
-358.107617,511,3030.251535
-530.784202,682,3054.720953
-512.976627,726,3089.567276
-322.929169,458,3106.835759
-5103.138945,5001,3310.018817
-6424.947463,5001,3525.641934
-3674.327332,5001,3721.040037
-280.389001,445,3738.782427
-530.769781,696,3774.349572
-457.058425,618,3799.234214
-539.585641,676,3826.348675
-247.158424,373,3848.938135
-783.890845,901,3885.415746
-615.381957,761,3916.687098
-655.252945,805,3958.678062
-562.773319,683,4000.456048
-535.806317,689,4027.980158
-665.714264,786,4068.672983
-586.222535,740,4099.835267
-412.916062,555,4124.710424
-437.258195,579,4157.146406
-348.763015,486,4177.848496
-4186.248391,5001,4396.189552
-3493.212071,3384,4553.787361
-267.888698,231,4563.078887
-6193.489066,5001,4799.636575
-3257.739656,5001,5035.084012
-545.513515,699,5065.609712
-477.597609,624,5101.490052
-496.591692,635,5129.64043
-655.705279,802,5165.283495
-493.175357,608,5199.914549
-491.870881,614,5227.337359
-714.7122,846,5265.667048
-5499.603056,5001,5513.575381
-184.089988,503,5536.986025
-309.788724,451,5558.562565
-477.060093,592,5597.998143
-472.870667,609,5627.161471
-520.162995,684,5657.29629
-588.531346,729,5698.368345
-360.095643,484,5721.503548
-354.406983,495,5744.798739
-385.913452,532,5768.904488
