# {"t_start": 1589978597.7038782, "env_id": "metak-v0"} 
r,l,t
-4714.337449,5001,114.541134
-4649.640749,5001,234.040396
-4117.445363,5001,364.5158
-2347.935199,2992,437.765352
-4264.460721,5001,577.668243
-4033.368062,5001,711.654958
-3595.591682,5001,858.755061
-3024.301481,5001,998.173672
-1197.930312,1579,1048.630559
-1079.395647,1390,1092.465937
-980.762115,1279,1126.312275
-930.068415,1185,1165.967844
-3046.487631,5001,1319.861721
-474.589135,713,1340.292376
-640.6785,873,1374.332201
-3046.796049,5001,1533.304781
-470.799246,717,1561.603537
-613.867234,818,1585.000991
-669.838212,839,1616.675575
-558.983758,778,1639.007609
-479.236396,726,1659.364515
-518.439159,690,1687.897578
-843.797257,1051,1719.739481
-495.870096,696,1740.728208
-580.40093,786,1773.276913
-438.284301,623,1792.907251
-552.518513,729,1815.854511
-1102.085754,1519,1870.876533
-524.831064,719,1901.449832
-939.426267,1107,1938.098446
-633.065806,796,1971.65151
-2921.008497,5001,2147.205899
-353.853829,552,2165.675986
-671.7263,841,2200.486172
-697.718857,872,2230.094923
-639.666445,796,2259.181399
-214.620893,336,2287.902853
-366.327007,524,2307.493677
-550.630496,721,2334.68422
-722.856461,887,2375.242113
-494.815566,649,2399.91401
-2811.157624,5001,2589.116114
-722.979127,870,2629.153373
-783.028209,914,2659.767549
-445.381856,605,2688.132118
-383.97407,549,2708.108325
-345.202672,483,2724.277251
-571.984163,745,2751.107151
-581.739292,720,2784.268162
-3032.367031,5001,2972.980599
-591.335772,779,3007.360064
-586.094776,739,3034.32355
-337.185692,482,3051.332844
-229.52525,358,3064.86918
-402.759613,538,3092.647889
-603.433589,784,3121.506203
-451.396407,619,3145.074463
-456.548444,582,3173.133444
-393.442425,558,3193.648591
-525.310836,664,3217.170957
-479.163479,629,3248.895671
-490.1584,609,3272.637246
-628.821915,753,3302.85098
-255.176669,383,3318.725717
-477.761119,616,3351.172435
-295.934539,431,3366.967773
-405.866549,578,3389.640924
-518.861247,700,3425.318645
-489.731861,629,3448.756665
-498.22777,649,3473.535177
-411.813406,538,3493.941699
-531.412879,687,3527.068463
-618.294504,805,3556.381437
-556.464662,735,3582.784584
-692.599654,840,3620.488362
-589.996812,761,3647.021816
-442.358095,608,3675.503206
-398.208817,554,3695.166951
-472.733361,638,3719.915085
-823.359884,933,3763.818996
-606.564237,755,3795.05872
-553.679057,858,3829.312612
-349.963532,509,3858.060211
-418.200884,554,3880.076614
-505.313166,612,3905.095248
-478.986424,667,3940.669157
-401.925298,570,3969.434062
-683.954893,825,4012.623444
-395.829318,531,4033.497273
-373.071422,532,4063.190225
-594.309049,739,4095.031136
-414.890561,567,4119.798968
-407.184523,573,4152.74189
-664.378802,805,4185.410746
-796.804485,914,4224.088582
-548.919499,683,4259.324988
-417.497593,594,4282.867305
-185.035873,299,4295.410263
-692.414598,855,4336.974036
-445.928728,570,4360.072827
-429.178127,555,4383.196392
-386.896251,533,4405.123003
-3042.528295,5001,4636.181509
-250.799824,404,4654.643144
-467.802836,582,4680.53385
-513.550345,662,4716.438592
-734.793518,858,4752.002422
-273.10864,404,4768.807852
-604.310838,729,4809.926181
-786.185827,887,4849.469868
-450.512359,558,4874.504162
-404.740693,558,4907.226604
-563.795445,702,4936.95805
-356.973543,506,4959.36286
-764.082371,882,5005.226272
-244.762306,383,5022.676624
-690.015682,829,5058.350627
-351.002184,483,5087.753786
-662.35374,799,5122.990882
-314.20246,462,5144.311448
-521.26026,664,5174.463611
-474.46525,619,5208.453017
-580.618247,735,5241.758392
-431.249606,551,5266.603481
-4569.697668,5001,5514.525982
-540.149398,686,5546.394628
-368.68457,515,5571.969263
-320.108021,451,5604.25782
-555.594041,699,5637.231511
-470.385459,624,5664.349466
-368.012187,479,5693.876514
-429.136278,548,5720.142076
-512.759166,657,5751.292497
-564.216443,711,5783.788597
