# {"t_start": 1589978599.1958447, "env_id": "metak-v0"} 
r,l,t
-4108.598108,5001,113.058548
-4017.15221,5001,232.552567
-4430.400906,5001,363.031153
-4127.317517,5001,491.788057
-780.574053,1227,526.166184
-1377.136661,1781,576.619739
-3216.510012,5001,710.576632
-1189.248333,1611,758.293777
-3077.588081,5001,895.772563
-1157.326587,1473,939.538239
-708.12632,1087,974.328995
-1065.432678,1675,1020.983238
-3280.480887,5001,1177.420033
-4531.569653,5001,1331.090914
-3164.482745,4284,1470.742641
-3483.265989,3527,1587.28737
-3972.333667,5001,1757.734109
-5275.77363,5001,1932.192683
-482.038093,705,1955.038148
-702.462075,863,1990.028105
-447.780128,607,2009.426715
-326.791162,488,2024.729807
-745.600403,930,2061.467888
-634.152027,831,2088.347937
-450.965408,651,2117.895741
-592.423221,776,2143.137266
-742.40295,883,2171.305053
-3174.534573,5001,2385.55115
-488.682366,679,2409.156422
-340.083813,490,2426.652267
-462.44511,607,2455.389043
-632.271577,776,2483.416381
-543.715275,695,2507.335681
-253.489996,394,2528.826708
-371.350265,545,2546.853428
-451.507381,596,2566.270518
-2122.822206,2037,2647.226477
-3008.555624,5001,2845.200747
-365.486894,540,2863.555918
-514.904456,703,2887.442622
-574.944457,707,2918.826514
-824.294803,970,2951.795946
-399.634705,555,2972.246347
-518.097136,645,3002.081676
-418.159496,595,3023.523678
-306.236544,459,3039.917671
-765.521478,909,3081.573408
-604.259894,776,3110.354358
-479.798489,650,3134.533112
-521.946934,659,3164.876238
-474.737544,622,3188.65737
-673.415378,817,3217.531479
-572.554797,727,3254.379715
-486.923491,631,3278.75218
-471.233901,596,3301.983393
-356.844996,519,3323.365472
-565.599249,712,3359.144058
-298.695865,454,3375.589232
-534.995336,692,3402.779639
-248.023067,364,3425.843862
-658.510748,820,3456.61266
-423.264341,591,3478.767575
-508.036387,654,3510.899205
-644.330878,793,3540.057064
-521.308342,751,3567.471339
-610.254111,728,3600.962894
-494.729239,696,3625.75138
-766.875808,899,3656.832656
-323.377763,464,3680.928485
-662.384254,808,3711.10447
-288.771123,433,3727.964283
-427.474918,585,3757.695741
-605.776811,807,3791.273411
-331.770183,505,3811.246132
-365.892282,508,3832.396939
-523.745046,694,3868.054784
-701.667895,838,3901.865138
-315.77216,483,3922.192855
-512.493449,650,3957.398751
-602.79548,737,4001.75744
-177.631514,285,4013.661656
-637.407861,778,4051.807554
-538.023639,679,4081.039027
-334.203169,455,4100.050456
-756.742687,872,4146.76197
-464.686775,595,4172.046768
-447.511259,594,4195.547102
-556.799951,708,4233.189703
-655.627155,803,4265.084144
-682.187851,840,4299.322045
-426.488945,591,4330.429447
-346.655982,459,4348.885532
-341.067056,481,4369.130314
-467.36721,586,4392.982907
-715.749846,841,4434.837809
-718.69131,845,4470.056699
-369.09698,508,4490.597265
-222.542826,342,4512.389954
-635.386671,780,4546.446403
-421.096458,556,4569.908336
-575.912349,715,4606.30468
-596.86574,732,4637.202034
-354.280646,486,4659.78755
-444.409057,616,4693.769819
-758.961748,881,4730.888352
-586.597868,729,4761.663355
-2284.032732,2602,4893.742368
-597.451489,744,4925.78511
-586.399423,720,4957.21303
-443.380577,553,4989.076077
-579.626624,721,5020.913501
-665.477525,793,5055.177219
-438.723357,555,5087.631268
-426.867678,561,5113.009302
-362.310752,493,5135.310337
-607.063376,731,5167.567839
-355.334715,500,5197.150609
-427.565375,578,5222.846191
-441.278272,589,5250.037482
-413.842143,548,5281.441231
-394.42273,557,5306.986515
-695.230867,836,5343.449594
-232.795922,356,5359.741201
-532.218637,677,5398.033767
-676.064423,828,5435.125245
-418.595643,538,5459.720673
-414.287708,559,5491.75404
-616.978076,737,5526.131018
-213.213839,333,5541.540856
-518.497461,637,5573.372187
-382.500534,500,5607.890843
-397.683645,519,5632.21402
-686.121724,824,5669.172388
-397.516516,546,5701.558572
-370.311154,506,5725.930165
-365.15986,504,5749.803397
-320.943141,462,5770.562652
