# {"t_start": 1590156304.6512134, "env_id": "metak-v0"} 
r,l,t
-7743.388721,5001,137.823363
-20060.711438,5001,275.501453
-9727.792635,5001,421.910497
-5512.647289,5001,564.605808
-8056.746597,5001,717.712367
-9945.721782,5001,862.958475
-7674.998428,5001,1019.193478
-9566.298738,5001,1168.979346
-9318.621457,5001,1320.552528
-10530.517049,5001,1481.510317
-16402.531833,5001,1638.044584
-7681.673503,5001,1805.87518
-17537.639665,5001,1966.188393
-17808.409229,5001,2137.097341
-14080.788656,5001,2300.559593
-10962.389665,1565,2356.853242
-8021.782347,5001,2525.107269
-2990.149209,1953,2593.448193
-9316.190575,5001,2771.464375
-11211.658166,5001,2943.007592
-1724.608681,1997,3015.095861
-1865.501145,1443,3069.968246
-35042.50553,4705,3240.371901
-19492.05298,2851,3352.580627
-3810.2757,2067,3429.441433
-8821.409844,2299,3516.114025
-1621.088876,1387,3565.636567
-4562.580324,2245,3652.580851
-35662.012146,5001,3857.280748
-12798.180468,2086,3941.468253
-11677.437862,5001,4137.936677
-7352.742773,5001,4354.57233
-9720.333835,5001,4555.182255
-1505.28565,1447,4618.64456
-1507.219818,1156,4673.722813
-3680.547668,2206,4762.084044
-28262.745151,5001,4973.081561
-1609.98603,1448,5037.751835
-796.366118,885,5074.342383
-5159.986736,1071,5127.022206
-1199.886338,1500,5197.452095
-2274.857862,1301,5262.396783
-1368.64448,1069,5315.045144
-1230.409538,1041,5359.716572
-5072.933944,1841,5449.011412
-19164.767013,5001,5686.484888
-6065.164127,5001,5937.74044
-2364.918839,1154,5989.536233
-923.560278,728,6031.446349
-34929.374975,5001,6275.417417
-16828.406247,5001,6541.543885
-2554.379404,1426,6613.801783
-1398.235631,1296,6686.967234
-2216.152906,1244,6770.494117
-22915.083386,5001,7054.210519
-1386.711345,1502,7141.803073
-522.699892,629,7175.484509
-26496.703348,5001,7469.524741
-3034.488762,1374,7545.246313
-2040.658059,1286,7623.884147
-8199.657059,1646,7721.814658
-21544.31542,5001,8026.146593
-7913.689594,1488,8117.973363
-8493.005679,2026,8238.935596
-1220.922894,1123,8302.940289
-5130.887132,1320,8386.486111
-21604.041107,5001,8697.933612
-1422.284285,1025,8768.79026
-2510.023167,1284,8855.088034
-25251.378387,5001,9177.254132
-8853.647746,5001,9515.639551
-765.050616,723,9574.353624
-7203.308038,3081,9794.515666
-2305.895868,1273,9891.866726
-7351.615015,1290,9991.253516
-2189.870031,978,10061.33652
-1004.485385,773,10117.386883
-2329.295299,999,10199.252782
-1550.907744,730,10252.265745
-7754.868435,2622,10461.901305
-11369.439036,5001,10861.539181
-1686.737858,697,10917.397122
-22151.496952,5001,11351.717499
-14746.976189,4758,11769.080423
-5504.806713,960,11862.018369
-1994.128041,1650,12007.698056
-3648.436783,5001,12501.832491
-2956.843041,782,12579.068308
-4699.918405,905,12677.4921
-4380.615451,1290,12808.106418
-626.017647,478,12856.866367
-1752.829274,966,12964.251657
-5815.779017,5001,13510.553664
-539.939635,584,13582.004097
-490.820084,601,13647.741336
-20096.869455,5001,14221.425829
-6345.54427,5001,14831.685809
-7088.467865,5001,15460.622557
-1190.872151,833,15573.983987
-3710.465354,859,15684.565168
-2526.956449,915,15811.533846
-1228.607329,732,15907.403243
-4443.587322,933,16030.759568
-6927.546181,3163,16478.292186
-14881.190875,2498,16839.042187
-4245.096525,1009,16990.485965
-27729.654675,5001,17750.022313
-5717.944757,3648,18332.763363
-5608.8817,884,18473.698349
-2471.940997,803,18611.039183
-1027.643855,873,18753.71471
-7121.827338,2293,19143.575198
