# {"t_start": 1590156306.265727, "env_id": "metak-v0"} 
r,l,t
-6623.723776,5001,136.223875
-26510.745699,5001,273.90508
-27077.498184,5001,420.307352
-8875.832184,4485,549.311583
-11627.836372,5001,694.167741
-9153.505144,5001,847.80285
-15209.217957,5001,995.472346
-12042.369492,5001,1153.318308
-19382.320908,5001,1305.004004
-6161.247727,5001,1466.093473
-1970.195358,2205,1535.327695
-8154.449153,5001,1692.496117
-32806.987742,5001,1860.480326
-5419.808428,5001,2021.860886
-31964.38398,5001,2194.456354
-9638.325816,5001,2358.937515
-6379.697938,5001,2527.247528
-15870.374647,5001,2704.601846
-5645.121021,5001,2874.401713
-18913.749833,5001,3058.899735
-4395.976234,5001,3239.932545
-2885.85809,1251,3290.570444
-2077.323748,1730,3356.760036
-27230.828173,3785,3491.281979
-23784.249806,5001,3692.613632
-6160.401118,1529,3755.34947
-1381.750405,1194,3798.229607
-28096.701062,5001,4005.69911
-1271.410191,1349,4054.638194
-36980.411733,5001,4268.468179
-1129.882981,1032,4305.846689
-33533.631872,5001,4515.286904
-1551.089891,1260,4561.893726
-21676.646987,5001,4775.259598
-1958.120336,1174,4818.337
-7052.571259,2875,4950.091094
-768.516073,829,4982.350006
-2436.625706,1231,5039.252921
-7639.354676,1467,5099.667925
-37692.974006,5001,5344.564554
-8278.891152,5001,5579.612647
-2023.928685,1388,5648.609016
-2398.843586,1293,5716.728989
-6643.118816,1609,5790.390127
-926.518039,936,5841.289451
-2218.655636,933,5883.533499
-1539.308983,904,5931.67954
-459.951485,655,5961.131118
-13884.485574,2304,6072.833379
-7141.369703,5001,6327.573282
-5280.515884,1414,6395.844317
-3914.816281,1493,6476.806977
-4673.698717,5001,6763.89784
-2993.424254,1502,6844.790985
-9076.136315,5001,7135.546993
-4524.786206,5001,7419.415748
-5021.04945,1513,7512.347878
-7335.195351,2009,7631.052887
-21762.51513,5001,7930.3025
-29247.776476,5001,8236.646439
-5142.928545,1386,8315.631937
-1935.830451,1236,8394.932119
-38291.251351,5001,8714.332849
-308.823163,474,8743.755419
-6085.175865,2535,8906.964378
-27498.919717,5001,9230.204028
-6930.728421,5001,9582.617071
-985.420789,854,9641.191665
-3936.002411,974,9716.660859
-6302.85037,5001,10085.888495
-1406.289164,1219,10182.436911
-5373.85877,5001,10569.288284
-7175.427462,1065,10658.209499
-11344.373595,2104,10829.216285
-6086.641334,1048,10913.088217
-1700.464434,1128,11011.240243
-3942.208037,952,11088.861451
-1492.287228,984,11177.580003
-2226.137301,841,11247.521763
-9346.063877,5001,11690.435908
-14427.347689,5001,12150.70217
-12792.867322,2159,12363.236257
-1260.443472,785,12446.883441
-1643.895201,839,12529.216525
-2536.73192,785,12606.43685
-1180.921875,898,12704.661482
-17942.92762,4178,13151.042671
-10405.258971,2737,13451.04408
-10234.381975,5001,14025.273423
-22732.993061,4501,14557.727821
-1932.407017,888,14662.817354
-680.625159,717,14755.571867
-26555.080393,5001,15381.426801
-7341.064644,5001,16044.084184
-2889.755315,721,16148.960348
-4829.393522,886,16269.447705
-8358.772615,863,16395.88986
-3473.531297,994,16534.366342
-1045.053417,603,16618.797251
-604.153966,616,16714.172086
-1107.793465,681,16810.970459
-1126.931056,657,16905.323758
-1956.061584,676,17008.939127
-660.375459,624,17099.814743
-3183.619641,627,17191.51726
-588.635176,501,17272.572316
-7917.886302,671,17371.824106
-4908.558598,998,17521.471111
-4718.391383,873,17661.673474
-27073.455166,5001,18456.206301
