# {"t_start": 1590156305.768477, "env_id": "metak-v0"} 
r,l,t
-8038.072932,5001,136.714674
-22027.908097,5001,274.396927
-12671.102032,5001,420.797912
-25909.401815,5001,563.497226
-22730.65992,5001,716.602162
-7499.099624,5001,861.843045
-8722.676394,5001,1018.084261
-6283.198231,5001,1167.866676
-1862.381523,1879,1225.60315
-32089.916507,5001,1378.782947
-16799.085526,5001,1541.356495
-20853.250679,5001,1698.621742
-5737.313265,5001,1866.494381
-17196.04468,5001,2027.881563
-7975.540289,5001,2200.465839
-6986.734228,5001,2364.958069
-1895.027981,1642,2423.089161
-1575.459799,1353,2471.850289
-39195.905896,5001,2641.305171
-4415.048084,5001,2811.945323
-36064.973749,5001,2993.023059
-2246.642708,1215,3032.061588
-7587.450794,5001,3220.351674
-4432.166639,2016,3296.168655
-29618.32702,5001,3479.703058
-1656.997383,1383,3536.882852
-2228.340033,1361,3591.985502
-3887.722052,1587,3649.130833
-1227.376897,859,3686.921124
-11441.633395,1408,3745.955831
-1048.91292,800,3774.505276
-2891.768838,947,3808.51475
-2226.575106,2461,3915.328259
-25498.803016,5001,4111.971845
-10235.78671,2663,4224.143003
-3785.385309,2410,4321.879538
-3013.210137,1606,4390.31209
-8530.500079,3518,4535.683655
-1726.214647,1328,4593.232522
-1613.774033,1476,4652.392386
-29067.618382,5001,4864.079851
-638.31616,749,4894.463644
-10105.623649,2781,5019.502107
-10735.913279,5001,5253.423426
-2624.235996,1258,5314.756385
-14848.494214,5001,5549.386717
-1167.633315,943,5590.351065
-6882.958994,1300,5657.335809
-741.261617,840,5703.89003
-7325.620028,1275,5761.326573
-1322.436381,1224,5826.184698
-793.252613,879,5866.983883
-1352.143664,1260,5930.225236
-2752.338039,1155,5981.82006
-2780.18917,2034,6081.752063
-695.149776,785,6125.367881
-6862.296654,5001,6374.566511
-1306.744987,1156,6440.412292
-7624.526276,1730,6532.307652
-3343.036642,1346,6600.502123
-4250.058089,1123,6665.039383
-15184.691753,5001,6956.647034
-5215.977229,5001,7246.203698
-712.696428,922,7294.80209
-7585.398251,1357,7375.630576
-1481.345049,1296,7447.638827
-4808.01299,2758,7616.006471
-710.682669,889,7665.005688
-11835.279651,2415,7808.89311
-11536.522247,5001,8119.882903
-37001.153122,5001,8418.687424
-1778.307587,1168,8494.526815
-10260.096973,2589,8657.112319
-4560.968082,1353,8747.247703
-7274.411624,5001,9067.689965
-34345.1037,5001,9407.449647
-7412.691064,5001,9764.733738
-9469.065581,5001,10143.472646
-1822.613262,1194,10231.41082
-2199.283574,1067,10318.032659
-541.506923,663,10366.81503
-1392.064227,1293,10470.732248
-1302.304342,875,10536.543662
-4731.324662,1155,10631.908013
-4931.999071,5001,11041.807983
-7100.173625,2323,11240.789216
-13423.332908,5001,11683.841803
-6424.28226,5001,12142.957382
-586.782314,548,12194.350821
-14941.027837,2101,12402.738318
-10655.209502,4502,12875.642997
-36299.832128,5001,13417.85009
-30574.685995,5001,13983.023407
-17773.769569,5001,14580.396226
-5124.789497,817,14676.940045
-980.451917,781,14777.689738
-9945.533048,5001,15404.324414
-1588.199192,892,15524.872568
-1279.145027,544,15594.322024
-23520.730778,3973,16131.441582
-11805.29573,5001,16843.560816
-771.578293,828,16969.076873
-569.381987,540,17047.26181
-20015.415105,5001,17810.300279
-19413.051707,4192,18481.897792
-2388.931664,637,18592.661681
-744.848496,636,18696.048643
-2514.527762,791,18825.333128
