# {"t_start": 1590156303.9365997, "env_id": "metak-v0"} 
r,l,t
-6548.054367,5001,138.531859
-7287.813336,5001,276.212007
-33179.705063,5001,422.617281
-13397.053632,5001,565.314298
-22214.810618,5001,718.425326
-8604.240139,5001,863.661153
-2300.393707,1927,921.726443
-16036.159496,5001,1078.703496
-6829.29245,5001,1229.180217
-11197.043416,5001,1382.368323
-17859.620776,5001,1544.84021
-6544.833648,5001,1702.13164
-36482.057262,5001,1870.011584
-20385.095308,5001,2031.545321
-32983.64914,5001,2204.127559
-5887.940621,4047,2338.734874
-16707.133885,5001,2507.050592
-2040.332765,1554,2563.918789
-13256.742043,5001,2732.705533
-23764.421969,4174,2877.149252
-1183.97598,1214,2923.97844
-8058.923437,5001,3102.047915
-1888.343717,1352,3153.37763
-6690.39546,5001,3336.177729
-3044.848061,1501,3394.714938
-1163.183103,1306,3447.49159
-7510.205047,5001,3637.601655
-1146.877008,1330,3692.897851
-979.262869,998,3728.832942
-26399.314759,5001,3935.299757
-2109.990224,1296,3982.592083
-7468.828988,5001,4195.545776
-6493.371505,3279,4323.390811
-22203.781544,5001,4532.612978
-929.872407,1012,4570.250729
-4091.518934,1715,4646.222381
-4829.32092,5001,4858.102101
-6924.521218,2374,4961.111967
-1413.265438,858,4993.795196
-7353.905244,5001,5232.558805
-1012.652079,1211,5284.734609
-675.453769,752,5325.201017
-1635.811758,1101,5372.723932
-4078.610318,1451,5444.629552
-6274.167038,901,5484.044591
-3101.608044,1331,5550.496391
-7940.804594,1526,5625.220568
-543.916726,724,5658.45858
-914.82754,889,5707.390095
-5024.045395,5001,5950.536916
-5787.323147,1178,6011.359979
-6267.064904,1025,6057.351288
-1831.259772,1435,6130.646205
-3104.033908,1496,6198.847837
-1121.817174,1093,6258.023976
-33780.351122,5001,6513.851605
-583.328922,755,6559.786901
-981.750689,896,6605.95632
-1261.410217,1196,6674.067949
-1735.436159,1463,6768.307422
-1138.214451,1121,6828.837906
-33948.107026,5001,7118.762213
-7962.198978,1344,7191.355267
-2640.791037,1158,7260.105392
-33874.413696,5001,7549.618355
-6958.247937,5001,7853.188812
-4245.638843,1446,7937.339867
-24202.166835,4155,8187.581156
-33041.015054,5001,8498.126191
-2333.906021,1782,8611.943918
-4632.731517,1241,8686.624815
-1820.268613,844,8746.341311
-3251.688977,1518,8839.204528
-4622.037935,1583,8943.615316
-10152.730289,1538,9044.740438
-918.063963,923,9101.286021
-2816.431738,1240,9186.925101
-3287.540356,1045,9260.531607
-804.446026,789,9310.922295
-3944.75942,5001,9660.63498
-1919.733129,1147,9747.533333
-6840.346653,1425,9854.694462
-12069.043802,5001,10230.779531
-19475.925091,5001,10627.09339
-10931.072662,5001,11036.911287
-30343.922535,5001,11467.543269
-5507.664269,5001,11920.686731
-2301.277627,807,11992.516551
-5949.314463,967,12087.27173
-1154.966525,940,12173.406445
-1724.479807,724,12249.497397
-646.631899,644,12310.525031
-1115.667248,733,12381.647688
-1244.541946,686,12455.675791
-451.36745,529,12507.085794
-754.074818,619,12567.934735
-832.816834,846,12659.518535
-22045.414124,3969,13074.84031
-7686.320378,5001,13634.277271
-19197.679882,5001,14207.076095
-5219.49709,1115,14343.744291
-15714.527358,5001,14950.546598
-1549.615006,1010,15080.998899
-3994.654467,948,15196.78975
-990.951488,1023,15331.243851
-4561.654134,848,15437.630134
-1583.790294,1160,15592.718435
-3636.868596,724,15685.900903
-2891.223366,1172,15845.941387
-5885.095303,1009,15978.783923
-26146.830625,5001,16689.877218
-9445.553201,3748,17237.085257
-1721.1423,886,17375.34006
-727.171749,598,17465.126139
-15910.384933,2974,17934.429668
-1234.814887,526,18015.600555
-735.566163,743,18131.682197
-3152.427957,940,18286.281039
-6025.606384,5001,19119.05744
-365.250033,434,19192.223784
