# {"t_start": 1590156306.0642855, "env_id": "metak-v0"} 
r,l,t
-6705.875147,5001,136.424186
-3347.572071,2697,209.277743
-22701.431356,5001,354.403335
-23715.59819,5001,495.570762
-1387.097511,1354,538.632796
-31229.311465,5001,683.18042
-24144.281972,5001,836.850927
-13620.957499,5001,984.384133
-26663.977665,5001,1141.970889
-1378.331443,1357,1177.926163
-22112.649193,5001,1338.092012
-6020.195256,5001,1490.790672
-11464.629029,5001,1655.962838
-35241.317627,5001,1815.635775
-6416.537673,5001,1976.197545
-20895.779216,5001,2147.140358
-32071.149027,5001,2311.135881
-14561.512203,5001,2487.460855
-2974.261352,2137,2562.504601
-30258.112392,5001,2731.299413
-27287.164789,4181,2875.928965
-5811.582982,3951,3018.644346
-12825.678031,4045,3166.413295
-28776.599894,5001,3358.924657
-6824.241163,1828,3426.845477
-7598.452642,5001,3616.960383
-30136.327755,5001,3811.596145
-16114.203209,5001,4019.199037
-27233.039497,5001,4222.94614
-10227.074763,5001,4434.974318
-6851.679686,1825,4509.095953
-3275.233701,1741,4572.379298
-15966.634476,5001,4786.483246
-7545.718291,1366,4846.765221
-871.918419,1177,4894.024049
-1702.489358,1077,4944.870192
-3043.244675,2088,5034.856951
-15985.47927,5001,5269.575542
-2667.300574,1204,5328.259781
-589.141643,700,5358.67645
-6405.215179,1307,5424.417183
-7595.974561,5001,5661.479093
-13185.419295,2253,5772.291822
-897.131523,908,5822.058636
-11959.094263,5001,6063.031785
-5189.066568,1738,6150.18141
-9154.514173,5001,6400.951768
-31433.294406,5001,6674.055727
-6530.602931,1203,6744.616322
-17007.088462,3111,6929.933753
-8025.484501,5001,7211.80044
-7367.645776,5001,7507.422782
-5238.977208,5001,7800.454116
-3932.122372,2962,7987.808666
-6518.374164,1615,8087.512135
-27598.320871,5001,8386.448524
-2009.03593,1132,8459.616683
-2941.264972,986,8517.139797
-1005.866477,1129,8591.376446
-1167.314842,1045,8655.162981
-14394.64288,2054,8788.6118
-31180.212993,5001,9116.820107
-19604.043331,5001,9451.848182
-6524.045631,968,9516.114637
-6391.267094,5001,9886.355609
-23027.334562,4083,10197.271784
-28361.010138,5001,10584.273932
-6510.710486,5001,10999.259997
-15096.05822,5001,11428.938874
-1144.277964,885,11510.510045
-6910.209632,5001,11958.425993
-8116.520901,5001,12448.748302
-2485.970421,2216,12674.818521
-419.13238,562,12732.528902
-2866.534006,799,12812.963123
-2172.249106,1070,12930.081471
-1295.602401,767,13009.619208
-872.767161,747,13095.848454
-5578.81835,1247,13227.426289
-13639.581109,3622,13634.132802
-18885.581263,5001,14206.926164
-7672.539009,1823,14425.576921
-1783.898576,748,14520.089667
-3310.88148,1032,14642.025492
-3179.385965,990,14767.316626
-1483.84201,1002,14887.895327
-13584.898997,5001,15528.120126
-1165.755161,930,15647.40605
-1546.457713,822,15753.489229
-1255.358313,724,15855.743881
-980.522308,769,15956.791232
-1403.587279,936,16089.371372
-1148.342385,678,16181.223283
-1122.549145,648,16269.012624
-494.781873,553,16345.59874
-19913.818798,865,16472.6305
-4104.307761,806,16585.178852
-36284.582559,5001,17328.986942
-17030.145584,4584,18042.598006
-4915.52744,5001,18858.225839
-1534.358749,596,18965.559184
-1069.928783,619,19069.528614
