# {"t_start": 1590156303.2372918, "env_id": "metak-v0"} 
r,l,t
-11028.579264,5001,139.227027
-18092.612397,5001,276.9069
-10061.439939,5001,423.311111
-23545.152786,5001,566.009642
-8006.623064,5001,719.12198
-14904.356144,5001,864.355767
-10370.315905,5001,1020.594594
-6269.203715,5001,1170.384429
-28354.090282,5001,1321.958683
-13843.942703,5001,1482.918078
-27381.558674,5001,1639.452292
-20573.454463,5001,1807.280268
-4560.261486,5001,1967.596346
-32076.84396,5001,2138.505695
-5360.832069,5001,2301.965299
-2541.018121,1960,2370.322109
-8797.13746,5001,2547.251898
-9308.610277,5001,2716.103041
-5246.16954,2991,2816.822808
-5550.529,1811,2880.010942
-5822.169589,5001,3064.420505
-4057.95783,1809,3131.954355
-11554.014227,2179,3211.5422
-12242.963955,2050,3288.868174
-15000.789137,2654,3385.293479
-5409.330383,3593,3523.495497
-11591.650894,3789,3673.259468
-2391.936626,3203,3796.325006
-2351.626658,1911,3874.547519
-2214.577754,1221,3927.737655
-12565.792447,5001,4124.079193
-9486.321369,5001,4340.103266
-27621.095021,5001,4540.703733
-2927.600178,2166,4631.942822
-10593.094789,5001,4843.110878
-9818.548873,2294,4943.619607
-1769.46727,1015,4983.447545
-14788.081159,2564,5094.832124
-25232.452082,5001,5338.770902
-1924.15313,1301,5395.19368
-987.903788,1014,5448.562142
-645.269619,708,5479.074489
-1460.123119,1205,5539.86718
-1051.35029,1342,5607.147545
-758.757651,845,5644.392392
-7090.135149,1548,5724.346771
-1856.997751,946,5766.805486
-1555.051495,831,5813.678996
-6542.61438,5001,6054.838025
-2193.021439,1518,6131.787955
-1406.664351,1615,6213.666756
-2904.164492,1591,6286.860729
-7240.366495,1895,6385.364783
-1147.220197,1030,6445.430917
-20471.07236,5001,6713.719702
-1631.063073,1095,6787.34795
-1475.955115,1317,6857.766402
-1054.784563,740,6905.78766
-5547.238735,1492,6985.579737
-27119.347112,5001,7274.882446
-30885.478241,5001,7563.938772
-13258.836988,2520,7718.148894
-1676.295105,1185,7785.61952
-2563.792248,1260,7866.426028
-3399.67802,1566,7965.445588
-22452.748777,3704,8182.201544
-28980.381755,5001,8492.619237
-1522.621026,1608,8594.846164
-7275.463641,1691,8697.43053
-6034.433065,1232,8781.209312
-609.300696,781,8828.754684
-7899.074852,1323,8917.786715
-16244.881161,5001,9241.515478
-1398.867838,1114,9320.486326
-952.213694,853,9374.677503
-3214.795481,1491,9480.99779
-1356.250045,759,9540.278821
-6419.891941,1046,9612.00879
-2334.475118,1367,9714.596237
-930.871366,952,9780.789162
-4299.370895,948,9854.154225
-1136.530027,895,9917.597793
-1538.66526,850,9977.552441
-11791.048542,1756,10112.119794
-9430.214923,5001,10505.33422
-6472.895771,3845,10815.426498
-3636.433218,1523,10937.309534
-976.953437,877,11015.087295
-858.278871,1041,11100.267837
-6602.361234,1181,11205.270406
-3575.031867,967,11286.052785
-3092.891795,996,11377.325566
-1267.220898,959,11457.223294
-8814.840345,5001,11909.862458
-1283.326949,805,11981.289464
-4037.747048,947,12073.788007
-4115.775879,929,12159.203725
-1092.981152,815,12243.18028
-9348.918829,5001,12748.643918
-3837.128002,812,12830.975099
-578.123111,559,12896.186069
-3104.905875,1190,13018.904957
-4289.024903,994,13130.62347
-422.168713,578,13192.452074
-27775.869905,5001,13749.225325
-5507.941006,5001,14335.164264
-16701.288206,5001,14941.663067
-1456.697204,1070,15079.235155
-18177.99748,5001,15722.807201
-1762.19856,955,15854.908727
-16437.16886,4088,16421.923875
-26116.804784,5001,17148.615044
-1387.525575,1053,17310.990001
-3166.965232,909,17446.537914
-11177.30767,2276,17799.458511
-1162.724682,744,17922.102001
-1466.182059,705,18031.107998
-491.400978,541,18115.583841
-4844.511168,816,18250.837186
-4190.598964,3953,18905.316005
-556.678808,599,19005.390313
-3944.288265,928,19161.457574
