# {"t_start": 1590156301.4759398, "env_id": "metak-v0"} 
r,l,t
-4923.814453,5001,140.983681
-27800.400855,5001,278.666567
-8462.409642,5001,425.068432
-5113.209856,5001,567.766783
-12037.306547,5001,720.875281
-5175.205168,5001,866.11619
-10847.503244,5001,1022.352161
-18416.319464,5001,1172.142379
-13131.555653,5001,1323.717041
-8977.156145,5001,1484.675698
-9543.1196,5001,1641.21102
-24074.845865,5001,1809.039375
-7958.956497,5001,1969.355074
-22868.785785,5001,2140.260918
-8068.196594,5001,2303.724421
-2790.107545,1973,2372.545621
-6124.47288,5001,2549.46639
-14553.512286,5001,2718.325572
-4847.839761,5001,2888.616357
-3292.321693,3250,3008.927136
-15821.75109,2465,3097.446751
-17566.173055,5001,3287.297178
-36658.996802,5001,3469.675818
-19599.044679,5001,3670.151871
-9416.156961,5001,3866.727855
-6886.48439,1517,3930.915393
-11235.832975,5001,4127.177944
-2175.640836,1586,4201.523791
-5275.385653,5001,4402.403397
-29855.552732,5001,4611.65334
-17559.075435,5001,4815.971226
-2513.302376,1356,4877.685404
-27360.071296,5001,5094.193508
-6906.629583,5001,5337.703571
-5373.220671,1178,5389.267751
-6286.751156,3927,5577.700439
-1287.803818,1083,5633.460336
-1638.979811,968,5678.36425
-8574.919808,1406,5750.171872
-21652.419696,5001,5992.44214
-4495.334861,970,6045.088401
-24769.625173,4148,6250.982253
-7057.683288,5001,6506.151819
-1116.198758,1312,6578.938984
-3504.945781,1452,6661.970501
-6053.217235,1110,6721.705386
-2450.765572,1329,6807.866536
-2104.374225,784,6848.765199
-7278.61705,1595,6942.884925
-7678.407204,1678,7040.472504
-5073.045886,5001,7321.105823
-1243.871835,1257,7397.295415
-6013.209382,1394,7483.260013
-3861.750067,2019,7602.061412
-6285.624992,5001,7900.740839
-6720.427489,5001,8199.940778
-32054.649864,5001,8510.717338
-6832.17746,5001,8828.870203
-7894.76822,1440,8925.321628
-1053.256574,1147,9002.622632
-5748.735508,5001,9330.136271
-907.842079,774,9379.315247
-14558.677684,2579,9568.295986
-18602.247543,5001,9931.161927
-1006.825986,973,10008.324649
-1099.050891,813,10066.902496
-6549.311641,1454,10180.472867
-2005.424867,963,10251.111543
-7861.700343,1328,10356.991338
-1291.20856,961,10428.961373
-2343.266339,913,10504.375094
-10892.549376,5001,10906.508864
-5971.943257,5001,11340.404087
-7196.667741,5001,11778.139143
-10554.139445,5001,12252.867494
-4641.568534,5001,12758.646659
-1715.910694,844,12844.396969
-2694.18884,1091,12964.814121
-23140.254672,3979,13400.24246
-15206.919514,5001,13965.16182
-18443.708644,2632,14278.245605
-20244.441769,3562,14702.642291
-779.506032,621,14784.213617
-3654.376851,962,14900.005358
-7111.548305,2036,15155.180578
-6393.817568,1404,15335.891182
-7430.876873,5001,15995.059956
-4558.065768,939,16129.090344
-27464.314933,5001,16840.77041
-16448.759997,5001,17597.97444
-7758.769072,5001,18388.936709
-11050.36461,5001,19227.979895
