# {"t_start": 1590156305.6475966, "env_id": "metak-v0"} 
r,l,t
-5154.859378,5001,136.833141
-36523.347748,5001,274.51456
-37434.740887,5001,420.918222
-10253.721702,5001,563.616078
-6542.584126,5001,716.715915
-5619.922181,5001,861.958626
-5292.016083,5001,1018.20086
-11923.701089,5001,1167.990082
-5511.315609,5001,1319.562762
-12662.678122,5001,1480.524443
-6462.577955,5001,1637.060172
-13491.912855,5001,1804.880046
-19226.459965,5001,1965.19998
-1918.731121,1894,2028.732309
-10571.936723,5001,2201.325815
-27587.420173,5001,2365.819284
-9906.965829,5001,2534.271708
-7698.751468,5001,2711.645199
-4725.38416,5001,2882.013747
-26459.187647,5001,3066.630284
-8874.046745,4936,3245.363843
-12183.189276,3264,3371.341768
-23971.606405,5001,3558.627013
-6600.901549,1563,3621.073205
-30820.159066,5001,3815.992131
-4277.880028,1415,3876.254504
-764.103544,893,3917.951654
-26732.486039,5001,4114.291291
-2796.180393,1766,4195.300441
-3193.364129,1545,4259.581413
-12821.24484,1817,4334.757957
-4722.422147,1049,4373.933175
-7221.574549,5001,4573.998883
-39481.416728,5001,4788.015691
-1175.908502,1043,4826.188211
-7224.821155,5001,5050.11096
-19330.280984,3272,5202.409817
-1068.05309,1093,5258.409501
-17359.940168,2548,5375.482135
-1258.335262,1057,5430.390724
-13745.988491,2288,5538.053802
-5557.422257,1667,5619.075547
-2047.696038,1095,5669.356429
-18734.124807,5001,5920.849774
-1762.115457,1275,5977.490409
-1683.204009,1144,6038.332557
-3312.493719,2320,6151.107757
-10196.942139,3806,6344.219512
-6961.238135,1220,6403.123771
-1806.043366,1661,6492.319029
-983.130749,742,6536.986509
-4398.859654,5001,6821.615753
-1763.907573,1848,6928.615398
-20621.325599,5001,7210.497673
-4860.095689,5001,7505.908647
-18816.175654,5001,7798.872939
-1461.068654,1147,7873.740634
-21726.162857,5001,8174.022696
-4844.053273,2342,8314.781672
-14114.899839,5001,8631.325407
-14949.283207,5001,8951.888082
-1020.554338,1066,9024.271025
-14375.711159,2378,9178.858679
-23826.358311,5001,9517.712792
-1082.682014,978,9593.336576
-2682.914861,962,9659.662722
-695.044611,671,9714.377017
-25332.529614,5001,10083.4419
-27783.91996,5001,10475.02662
-952.562035,881,10541.130632
-28811.376409,4827,10932.232922
-1208.262366,1107,11028.659739
-1583.876706,1180,11132.744691
-2073.410722,1140,11226.977747
-13768.805783,5001,11669.79042
-6495.310097,1120,11766.677971
-1439.084551,835,11840.832921
-7597.799287,1397,11971.549567
-5451.644543,1068,12074.966959
-647.327113,749,12143.437265
-3561.190529,953,12240.628127
-1085.06739,809,12317.23594
-6708.651251,1063,12420.189102
-653.042281,539,12480.395185
-2737.764056,1042,12582.702691
-4392.153423,854,12675.688338
-15598.108894,4176,13120.559686
-7037.103836,5001,13674.442727
-16684.429108,5001,14257.372192
-7553.758855,5001,14860.809555
-12026.66521,5001,15491.506253
-1187.689523,949,15620.877528
-1848.875524,958,15744.423304
-859.985116,830,15860.492645
-721.201199,557,15933.323182
-4305.81701,897,16052.543083
-5699.50225,1039,16200.81076
-1567.859291,650,16289.810829
-469.961826,550,16372.983615
-1347.097516,721,16472.666852
-558.09434,577,16553.549389
-23725.482197,5001,17295.332155
-1038.676025,834,17419.426075
-737.441175,534,17499.164761
-11285.807807,1744,17772.026984
-10422.66681,5001,18580.42241
-1464.246557,871,18722.055895
-1920.772582,1002,18895.007912
-1661.932168,967,19056.691178
-1440.88061,675,19170.591038
