# {"t_start": 1590156306.048668, "env_id": "metak-v0"} 
r,l,t
-7670.420027,5001,136.435969
-5892.448418,5001,274.120944
-6222.579966,5001,420.519932
-2643.937135,2465,489.629987
-19392.685661,5001,633.134509
-20556.534661,5001,786.786594
-5329.622427,5001,933.622164
-4512.167094,5001,1090.879521
-29634.933427,5001,1241.789205
-5596.315336,5001,1402.142183
-14184.642282,5001,1557.962734
-7014.488502,5001,1724.234535
-31381.362208,5001,1883.253073
-1436.870178,1355,1931.537216
-14411.639714,5001,2093.329407
-27623.116583,5001,2264.869602
-28592.294755,5001,2431.776923
-17867.84714,5001,2601.183179
-6334.504494,5001,2779.491798
-6803.317672,4387,2931.335034
-11054.670062,5001,3109.304028
-1144.970821,1102,3152.805225
-6662.357937,3227,3277.762806
-4264.070076,1355,3321.611846
-5558.079497,5001,3515.193805
-7554.311046,5001,3708.472978
-23169.215383,4048,3871.252503
-13749.980631,5001,4077.867974
-4449.679816,5001,4283.725683
-1087.300765,1098,4331.843371
-1005.918586,1107,4373.711261
-1111.978353,1040,4421.163093
-4376.812439,5001,4622.769668
-5862.244699,1173,4678.070712
-14099.569133,5001,4881.594602
-1636.946406,1119,4934.570608
-7723.194683,3093,5065.993907
-10844.321886,5001,5308.693666
-8052.650069,5001,5543.155602
-1173.441822,887,5582.354626
-40418.51732,5001,5834.033784
-1250.877248,1100,5883.950038
-2328.330087,1128,5942.036487
-12525.48059,1825,6032.866354
-862.012527,789,6067.621491
-7249.810346,1818,6158.704902
-4486.097592,990,6212.189879
-6065.864638,1617,6286.416164
-1096.277399,961,6340.668541
-926.65556,1139,6395.539013
-1344.343238,953,6451.498547
-1357.6901,1324,6514.406988
-17518.91582,2487,6656.978914
-8707.181429,5001,6948.239077
-21045.566573,5001,7237.966503
-4385.144884,2462,7376.769516
-1257.175979,1045,7434.718787
-2173.374507,1531,7528.290529
-1394.201718,1277,7605.231786
-11137.018636,5001,7904.339093
-11616.821578,5001,8210.815748
-4687.248338,1429,8292.744855
-1195.433487,1053,8360.570455
-2866.190429,1473,8445.721067
-998.888755,1042,8514.156447
-1989.94247,1357,8603.199835
-764.692678,899,8657.753105
-10529.325354,5001,8986.329476
-6035.265078,5001,9313.35676
-13149.532673,4079,9600.045196
-1658.558754,982,9667.74372
-1172.157722,1085,9750.724256
-1661.120659,971,9818.074374
-1640.557347,1090,9902.831548
-12265.796409,1965,10050.495355
-7620.156207,1264,10150.657217
-5367.000734,2798,10364.03885
-700.455013,798,10423.896657
-3376.482248,5001,10828.411386
-2992.342986,1885,10987.045146
-681.681875,710,11044.633676
-3566.124519,1149,11146.357069
-3986.268515,1318,11256.043334
-4236.142442,3065,11527.663105
-1746.246436,1566,11667.232522
-7649.854859,1047,11757.693643
-25954.1973,5001,12223.468774
-24456.504734,5001,12736.416923
-3196.889985,1189,12856.818125
-811.562656,849,12952.211963
-3399.46488,1241,13088.932129
-610.807322,585,13150.518456
-25828.32807,5001,13705.692748
-4490.062139,2471,13987.53495
-7078.999035,5001,14585.117462
-11727.523509,5001,15202.96824
-1213.371376,1395,15384.089031
-3822.839217,912,15499.161018
-1442.869457,953,15628.829525
-808.870536,773,15728.585348
-799.307978,669,15823.443079
-1481.459851,678,15912.401057
-4591.174493,815,16019.938392
-731.64852,662,16116.724185
-4398.091926,782,16222.961827
-927.458455,814,16334.728142
-5466.322823,1000,16480.402541
-2417.697894,812,16593.860284
-24383.77497,5001,17338.227139
-19949.520286,5001,18117.230688
-9784.930072,5001,18945.990567
-1474.213112,766,19074.581035
-1499.125285,925,19230.418869
