# {"t_start": 1590156303.9792335, "env_id": "metak-v0"} 
r,l,t
-17671.845118,5001,138.48949
-6169.800061,5001,276.17019
-5620.02556,5001,422.573584
-7274.195231,5001,565.272528
-24384.748601,5001,718.378274
-5899.700245,5001,863.620609
-6032.700288,5001,1019.85609
-4782.344609,5001,1169.646827
-6957.719209,2774,1252.262759
-26591.211426,5001,1412.733029
-5249.415276,5001,1568.753491
-18955.919711,3421,1680.171272
-23162.949987,5001,1840.038412
-12063.740614,5001,2009.796564
-30902.491676,5001,2173.274502
-5360.246526,5001,2345.733734
-28779.044807,5001,2513.878563
-5717.75316,5001,2691.769671
-2251.467225,2374,2774.001643
-24988.559931,5001,2945.451087
-10995.522882,1859,3012.715988
-1560.192273,1647,3074.987117
-3499.197047,1718,3138.56585
-4257.038456,1734,3203.920711
-32227.95206,5001,3387.032632
-1624.619269,1210,3435.342529
-1685.37512,1471,3485.302329
-2523.953433,1821,3558.066645
-9247.837892,5001,3759.167253
-36645.005936,5001,3958.456453
-888.780982,1007,4003.01114
-838.241318,852,4033.924702
-6571.333083,5001,4238.185282
-1416.71323,1006,4284.092257
-778.717966,886,4316.072294
-9908.343462,5001,4525.557126
-1253.141916,1190,4569.468417
-34275.608045,4559,4767.266496
-871.443548,746,4794.688159
-1498.123543,1103,4844.158135
-1303.071209,1082,4887.838664
-4818.431793,5001,5113.143906
-1618.584986,944,5153.523824
-7908.501875,1267,5221.498959
-1249.356787,1066,5268.038375
-10407.976362,1675,5347.596883
-4827.682723,1351,5413.837981
-1793.447816,1157,5464.989829
-2374.114623,1997,5560.353174
-13496.525371,2337,5673.454812
-10262.848601,1781,5761.954977
-1380.038549,1117,5822.069577
-8035.506469,1828,5911.90338
-1053.521167,892,5952.425002
-687.47639,810,5988.229331
-4044.122464,1313,6055.911995
-28361.206195,5001,6301.042755
-1162.720752,915,6353.289712
-36928.09639,5001,6616.498063
-4881.282086,5001,6913.955601
-16275.223983,1910,7023.872621
-11737.739024,5001,7304.310947
-16574.266447,5001,7602.744331
-6000.035625,5001,7901.623767
-13530.116301,2366,8046.174024
-18492.623185,5001,8351.310225
-9341.703616,1708,8457.581903
-5543.271202,1940,8571.495949
-8052.978467,5001,8900.363857
-7132.978589,5001,9223.1906
-4048.954439,1126,9302.480955
-1153.309537,1188,9378.44481
-8461.171267,1450,9482.157058
-8872.118087,5001,9850.563831
-4410.262614,792,9906.993382
-7683.430543,5001,10285.062289
-13419.725586,1808,10427.007097
-6753.515103,5001,10831.465253
-3417.562519,1166,10925.090759
-891.956395,829,10998.811939
-5561.770445,939,11074.794161
-6831.037528,1137,11176.346831
-1725.107061,1268,11282.158479
-832.903107,820,11358.918589
-4992.635131,1168,11456.177642
-561.632535,612,11514.861265
-9159.638772,4750,11940.374899
-2642.127814,941,12024.768984
-3487.085701,1019,12124.793532
-4448.439179,774,12196.651739
-5722.54779,1120,12310.330318
-3545.348049,726,12380.664841
-1449.27148,604,12446.348434
-21283.597141,5001,12965.172729
-2920.235017,906,13058.931285
-21045.664533,5001,13618.21129
-2071.673002,553,13678.85345
-1316.249163,832,13779.235605
-32434.007252,5001,14357.825577
-889.78454,833,14454.73072
-7911.688802,1318,14616.727702
-3898.390567,890,14722.437931
-2937.701438,905,14838.593866
-2725.388958,1110,14972.615579
-15692.369296,5001,15617.491795
-784.901268,795,15720.044604
-1391.677088,630,15809.747937
-822.554942,820,15917.182192
-5447.431469,893,16035.333933
-1048.927695,693,16136.301602
-6241.382423,1073,16282.213085
-9632.731925,1572,16507.395259
-1679.715858,1051,16663.39663
-13722.042899,3501,17173.255676
-13363.028388,5001,17951.0809
-3309.341271,751,18067.509857
-9904.711304,5001,18885.134563
