# {"t_start": 1589750781.9368932, "env_id": "metak-v0"} 
r,l,t
-2325.553792,5001,114.75146
-2411.681522,5001,231.127933
-2214.670067,5001,356.915848
-2407.699573,5001,477.17014
-1335.827022,3133,560.57459
-677.365692,1474,602.923301
-455.728969,990,626.133038
-439.35906,956,651.638486
-648.716662,1408,695.985814
-2306.218871,5001,849.951
-788.516353,1731,899.845073
-418.287577,907,933.198441
-697.358503,1516,983.401342
-527.817651,1147,1016.667159
-218.739867,476,1029.412162
-421.245423,911,1061.933549
-1548.091742,3380,1178.857501
-557.878468,1212,1216.543439
-258.605072,564,1234.250526
-323.110205,697,1264.584139
-226.271953,489,1279.558857
-448.837688,971,1308.88859
-2442.703124,5001,1486.538668
-829.588339,2094,1558.556859
-2204.165871,4814,1727.715832
-362.529472,784,1760.896422
-363.284859,783,1786.253812
-371.677975,805,1813.787025
-398.074869,863,1850.314371
-247.269932,539,1867.746845
-523.167812,1132,1913.034772
-247.599487,537,1931.04741
-166.277263,359,1942.864781
-306.189878,662,1965.790872
-284.585691,614,1994.827023
-345.11259,745,2019.728957
-241.782799,525,2036.783535
-489.010354,1059,2081.106093
-303.850896,660,2103.427743
-569.846937,1235,2153.842637
-796.756317,1732,2221.87039
-303.76629,657,2244.236602
-254.575894,552,2263.012334
-275.320521,595,2283.135344
-216.295943,465,2306.084103
-180.110046,392,2319.502147
-299.742665,646,2341.392942
-366.636953,795,2376.273088
-410.888996,890,2407.299087
-299.518476,643,2429.654895
-260.173588,562,2456.145217
-432.348474,934,2488.523642
-255.469954,551,2508.568185
-329.100531,713,2546.120945
-444.29163,962,2582.87357
-210.086808,451,2599.509326
-2364.809031,5001,2804.745195
-1705.627618,3796,2960.648475
-2304.936416,5001,3164.252559
-1416.481021,3076,3293.721188
-405.350565,877,3325.548513
-262.91091,568,3346.601076
-330.078858,717,3381.560979
-380.236157,827,3411.651908
-2261.574639,5001,3621.036319
-237.463632,519,3641.131735
-344.608133,746,3669.558256
-349.075695,756,3704.988314
-370.914629,808,3733.500652
-340.670472,740,3759.939889
-350.389703,762,3795.334321
-340.115651,737,3822.637933
-355.349833,775,3850.647665
-202.116967,438,3873.902317
-275.212648,595,3895.727756
-687.042176,1503,3958.663554
-392.542663,849,3989.51423
-173.463003,376,4003.210384
-276.021774,595,4034.304005
-362.520921,785,4064.133628
-296.872857,645,4088.365726
-267.537526,583,4117.352511
-241.340342,521,4137.344673
-340.502471,743,4165.358585
-382.434058,830,4205.799
-224.245611,484,4224.410194
-1003.528204,2177,4316.870228
-228.596569,496,4336.036685
-395.848913,863,4369.293059
-309.783358,672,4404.544983
-153.122038,334,4418.199383
-220.298153,475,4437.480013
-267.24902,581,4461.256814
-219.684962,476,4489.236676
-245.250936,534,4511.371171
-263.581303,572,4534.128329
-280.50843,610,4567.762883
-323.928057,710,4596.615017
-219.55658,475,4615.867943
-389.090502,846,4658.934383
-333.478639,723,4689.302575
-224.787791,491,4710.274324
-331.247283,719,4746.742223
-796.763873,1741,4820.633496
-241.251474,523,4849.864413
-228.979713,499,4870.314173
-240.11938,522,4892.769741
-285.745413,619,4918.997487
-221.45792,480,4947.33093
-248.597116,543,4969.438708
-268.838096,584,4995.289101
-266.468891,576,5019.324926
-299.258615,650,5054.028956
-216.213404,471,5073.026254
-302.853194,660,5100.241638
-613.988265,1347,5163.319625
-199.110014,431,5181.937524
-229.423192,498,5203.015945
-368.577856,807,5244.904458
-314.322362,681,5273.474158
-334.191507,730,5312.674385
-137.131845,298,5324.679593
-289.424647,629,5351.798763
-986.092348,2159,5452.497968
-263.999272,578,5476.94033
-332.610434,724,5515.937738
-329.33279,720,5546.856556
-278.267403,600,5573.535317
-459.102648,1003,5626.128517
-259.610298,567,5651.821139
-246.035981,534,5675.205406
