# {"t_start": 1589750783.8068407, "env_id": "metak-v0"} 
r,l,t
-2418.952179,5001,112.892132
-2361.654452,5001,229.255773
-2224.173126,5001,355.048404
-2308.69072,5001,475.306589
-677.740048,1647,516.411431
-2007.44387,4371,634.596504
-342.03281,742,662.8738
-582.770902,1264,695.789021
-709.144598,1541,743.727741
-579.826017,1257,781.357872
-383.724128,833,804.331276
-526.628953,1146,843.027824
-424.483239,923,869.877803
-549.222512,1189,912.32889
-587.241208,1274,948.15688
-483.066944,1047,985.151338
-1892.99687,4098,1116.913364
-2311.277858,5001,1287.615235
-2333.33939,5001,1465.087558
-2348.423022,5001,1636.753677
-2341.727225,5001,1814.995578
-1678.138847,3880,1959.211561
-2306.199614,5001,2153.301132
-491.923932,1092,2191.379813
-1214.856258,2634,2297.031766
-2302.188327,5001,2482.91109
-301.459639,676,2508.016254
-377.965261,823,2549.287729
-276.49499,595,2571.723699
-206.33924,447,2589.189085
-408.310853,883,2631.730824
-340.198469,735,2659.858284
-322.985347,700,2685.213097
-243.365673,529,2711.601289
-224.847239,487,2729.346037
-318.551533,687,2752.724466
-274.049963,589,2780.824301
-340.591786,739,2806.89808
-214.390948,462,2823.585426
-176.820798,384,2838.014279
-310.684106,671,2869.76675
-334.235968,727,2896.677912
-276.17636,592,2919.055037
-306.849507,665,2952.0004
-218.792518,476,2969.448767
-218.735269,471,2986.913021
-305.624263,658,3012.756443
-450.255426,978,3056.517495
-166.921663,359,3070.18327
-285.623157,616,3093.362343
-350.568161,761,3129.904935
-286.58034,623,3153.98792
-276.455247,600,3176.667983
-280.681525,606,3206.337671
-448.506958,971,3242.454732
-365.831902,793,3271.303811
-354.932305,771,3307.060374
-195.481911,421,3322.87316
-359.886581,780,3351.477624
-324.761667,702,3385.530593
-2382.638862,5001,3586.930891
-1046.822216,2432,3685.631165
-281.538427,609,3715.629732
-317.062344,692,3740.614283
-267.962422,578,3761.778981
-236.645763,518,3787.62608
-305.55452,665,3812.049629
-719.234069,1568,3876.752146
-316.128538,686,3902.271814
-279.854654,606,3923.999236
-309.736309,668,3956.171706
-357.433346,775,3984.590481
-256.528163,553,4004.991559
-335.178877,727,4040.474595
-376.921019,816,4071.926946
-229.96036,495,4090.250787
-389.384524,848,4129.663263
-297.095588,641,4153.887115
-181.633695,390,4168.707352
-336.006506,729,4205.39066
-313.373232,679,4231.908525
-188.672914,407,4247.22959
-670.945517,1460,4311.663766
-359.021075,783,4342.102222
-320.540282,692,4376.980435
-223.818054,484,4396.58504
-256.266266,555,4419.300195
-221.881429,480,4438.860539
-343.787279,746,4476.92779
-140.667223,304,4490.117107
-226.862482,497,4510.55425
-396.83033,865,4546.018167
-361.555997,790,4585.530742
-216.19378,467,4605.294919
-225.320331,489,4625.581908
-267.023787,581,4657.589426
-345.773753,751,4688.878195
-394.319806,860,4725.395766
-324.081228,709,4762.458235
-163.820086,356,4777.176208
-282.761463,612,4801.998195
-231.58063,503,4824.102872
-409.097934,892,4868.209132
-351.021866,768,4901.449577
-284.300799,622,4935.33025
-339.471876,741,4966.061559
-241.937083,528,4989.684449
-261.79881,565,5012.739681
-225.730798,494,5041.342627
-291.753933,637,5067.264796
-373.900637,815,5100.884361
-272.815687,598,5132.883668
-322.743816,702,5162.113719
-205.355225,444,5181.190125
-199.280891,433,5199.462439
-309.469854,673,5235.314449
-293.957195,642,5262.274016
-292.225203,637,5289.841185
-244.874334,531,5319.896307
-313.668368,680,5348.820233
-234.888791,510,5371.219186
-413.218713,903,5417.552279
-279.665111,610,5443.659968
-228.247649,502,5464.461022
-321.606437,699,5502.677937
-406.854806,884,5541.187231
-278.058503,602,5568.149335
-390.130787,853,5613.059248
-352.968781,773,5648.404918
-343.284938,752,5682.521508
-223.332087,490,5711.346816
-371.236688,813,5747.76614
-165.131798,360,5763.799952
