# {"t_start": 1589750782.654537, "env_id": "metak-v0"} 
r,l,t
-2379.778744,5001,114.033458
-2614.853821,5001,230.408988
-2146.676326,5001,356.191715
-2127.190008,5001,476.45117
-2180.163037,4803,606.704417
-845.15673,1831,660.786011
-2302.099334,5001,804.650168
-597.03966,1312,848.820389
-411.326751,891,874.36515
-552.398836,1199,916.795936
-408.803482,889,941.413134
-2302.223284,5001,1097.085422
-366.126367,830,1130.655671
-340.020139,736,1153.553051
-1626.532395,3515,1279.384069
-402.199348,871,1305.411383
-2543.386729,5001,1483.137158
-2094.192634,5001,1655.685853
-335.91001,766,1686.895224
-1700.871554,3712,1816.836069
-311.779884,674,1846.781274
-1201.580845,2613,1940.930169
-362.566877,783,1968.290938
-390.173,847,2005.474601
-385.449381,835,2033.177065
-269.589781,587,2060.452121
-229.585734,495,2077.651382
-572.567305,1243,2120.033639
-321.652583,697,2151.734679
-359.048285,778,2178.756189
-268.097606,582,2198.458661
-1289.59597,2823,2310.543484
-279.093779,603,2330.232977
-270.915486,580,2350.20172
-360.356359,778,2384.206394
-371.970117,804,2412.431098
-204.67944,442,2428.324156
-339.625913,734,2460.792126
-356.519332,772,2487.40898
-291.8968,626,2510.569985
-363.980953,786,2550.282934
-350.40373,758,2579.563876
-226.725357,490,2598.106867
-278.159413,603,2629.966185
-280.304121,604,2654.686415
-590.521957,1288,2708.019918
-240.489655,518,2726.356964
-206.451872,450,2741.251856
-346.181636,746,2767.201982
-266.66443,579,2795.837864
-281.539532,611,2816.690089
-261.813831,565,2838.149573
-274.614918,595,2867.250952
-338.36545,729,2893.914083
-333.049633,722,2921.275572
-176.484369,381,2935.506276
-173.647465,371,2957.623069
-296.118357,636,2981.036767
-306.619844,667,3007.152787
-2256.328695,4885,3213.536004
-215.615707,467,3230.722829
-237.13552,516,3249.487053
-388.167988,841,3287.945598
-314.298733,680,3312.761232
-189.404163,409,3328.650943
-278.033279,599,3350.193812
-278.980396,606,3381.301814
-428.449879,930,3415.693819
-325.30173,706,3440.353863
-236.022733,512,3467.688696
-236.971339,513,3486.578094
-267.407185,582,3508.107892
-337.196112,732,3542.946638
-262.708393,571,3564.583899
-376.845696,815,3595.416193
-387.945231,840,3635.123943
-397.57611,863,3667.62
-249.151338,540,3687.058999
-545.406085,1183,3737.496336
-281.46726,615,3759.911223
-163.404443,351,3773.092673
-310.95019,673,3805.223977
-373.524196,813,3834.194471
-389.050226,849,3872.531841
-312.373153,674,3897.797641
-300.847489,654,3921.138283
-297.718356,643,3952.030279
-272.918484,589,3973.983601
-2341.062592,5001,4178.64327
-750.993639,1650,4250.898225
-2558.850536,5001,4472.329269
-47.453982,630,4498.545896
-2498.328337,5001,4721.489275
-2133.203115,5001,4953.702242
-2475.320982,5001,5177.811024
-728.114395,1995,5269.73934
-569.94784,1238,5330.20514
-210.867429,456,5349.554786
-133.8513,291,5363.008134
-289.774696,631,5390.376525
-278.201069,600,5423.169095
-261.37329,572,5447.223096
-175.626976,378,5463.091113
-316.493315,686,5500.422983
-171.077563,373,5516.89628
-225.147493,482,5537.605176
-238.498414,518,5560.815808
-165.680187,354,5575.795708
-409.763294,894,5624.07613
-148.592828,324,5638.135895
-375.549456,818,5674.706023
-190.86815,409,5700.858428
-380.976869,836,5738.191493
